source_year,rank,list_title,book_url,source
1997,4,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money—That the Poor and Middle Class Do Not!,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,Goodreads Popular by Year
1997,5,The Four Agreements: A Practical Guide to Personal Freedom,https://www.goodreads.com/book/show/6596.The_Four_Agreements,Goodreads Popular by Year
1997,6,"Guns, Germs, and Steel: The Fates of Human Societies",https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel,Goodreads Popular by Year
1997,7,The Power of Now: A Guide to Spiritual Enlightenment,https://www.goodreads.com/book/show/6708.The_Power_of_Now,Goodreads Popular by Year
1997,8,ISBN 9781577314806,https://www.goodreads.com/book/show/193893624-the-power-of-now,Goodreads Popular by Year
1997,9,The Red Tent,https://www.goodreads.com/book/show/4989.The_Red_Tent,Goodreads Popular by Year
1997,10,Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://www.goodreads.com/book/show/1898.Into_Thin_Air,Goodreads Popular by Year
1998,1,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,Goodreads Popular by Year
1998,2,"Holes (Holes, #1)",https://www.goodreads.com/book/show/38709.Holes,Goodreads Popular by Year
1998,3,"A Clash of Kings  (A Song of Ice and Fire, #2)",https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,Goodreads Popular by Year
1998,4,The Poisonwood Bible,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,Goodreads Popular by Year
1998,5,Digital Fortress,https://www.goodreads.com/book/show/11125.Digital_Fortress,Goodreads Popular by Year
1998,6,Who Moved My Cheese?,https://www.goodreads.com/book/show/4894.Who_Moved_My_Cheese_,Goodreads Popular by Year
1998,7,A Walk in the Woods: Rediscovering America on the Appalachian Trail,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods,Goodreads Popular by Year
1998,8,I Know This Much Is True,https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True,Goodreads Popular by Year
1998,9,The Pact,https://www.goodreads.com/book/show/10916.The_Pact,Goodreads Popular by Year
1998,10,"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,Goodreads Popular by Year
1999,1,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,Goodreads Popular by Year
1999,2,The Perks of Being a Wallflower,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,Goodreads Popular by Year
1999,3,A Walk to Remember,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,Goodreads Popular by Year
1999,4,Girl with a Pearl Earring,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,Goodreads Popular by Year
1999,5,Speak,https://www.goodreads.com/book/show/39280444-speak,Goodreads Popular by Year
1999,6,Stardust,https://www.goodreads.com/book/show/16793.Stardust,Goodreads Popular by Year
1999,7,"The Bad Beginning (A Series of Unfortunate Events, #1)",https://www.goodreads.com/book/show/78411.The_Bad_Beginning,Goodreads Popular by Year
1999,8,The 48 Laws of Power,https://www.goodreads.com/book/show/1303.The_48_Laws_of_Power,Goodreads Popular by Year
1999,9,White Oleander,https://www.goodreads.com/book/show/32234.White_Oleander,Goodreads Popular by Year
1999,10,All About Love: New Visions,https://www.goodreads.com/book/show/17607.All_About_Love,Goodreads Popular by Year
2000,1,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",https://www.goodreads.com/book/show/58613424-harry-potter-and-the-goblet-of-fire,Goodreads Popular by Year
2000,2,"Angels & Demons (Robert Langdon, #1)",https://www.goodreads.com/book/show/960.Angels_Demons,Goodreads Popular by Year
2000,3,The Tipping Point: How Little Things Can Make a Big Difference,https://www.goodreads.com/book/show/2612.The_Tipping_Point,Goodreads Popular by Year
2000,4,"A Storm of Swords (A Song of Ice and Fire, #3)",https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,Goodreads Popular by Year
2000,5,"The Duke and I (Bridgertons, #1)",https://www.goodreads.com/book/show/110391.The_Duke_and_I,Goodreads Popular by Year
2000,6,Me Talk Pretty One Day,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,Goodreads Popular by Year
2000,7,"Confessions of a Shopaholic (Shopaholic, #1)",https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,Goodreads Popular by Year
2000,8,House of Leaves,https://www.goodreads.com/book/show/24800.House_of_Leaves,Goodreads Popular by Year
2000,9,"The Viscount Who Loved Me (Bridgertons, #2)",https://www.goodreads.com/book/show/861326.The_Viscount_Who_Loved_Me,Goodreads Popular by Year
2000,10,On Writing: A Memoir of the Craft,https://www.goodreads.com/book/show/10569.On_Writing,Goodreads Popular by Year
2001,1,Life of Pi,https://www.goodreads.com/book/show/4214.Life_of_Pi,Goodreads Popular by Year
2001,2,The Secret Life of Bees,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,Goodreads Popular by Year
2001,3,"American Gods: Tenth Anniversary (American Gods, #1)",https://www.goodreads.com/book/show/30165203-american-gods,Goodreads Popular by Year
2001,4,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind,Goodreads Popular by Year
2001,5,Atonement,https://www.goodreads.com/book/show/6867.Atonement,Goodreads Popular by Year
2001,6,Deception Point,https://www.goodreads.com/book/show/976.Deception_Point,Goodreads Popular by Year
2001,7,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,Goodreads Popular by Year
2001,8,"Artemis Fowl (Artemis Fowl, #1)",https://www.goodreads.com/book/show/249747.Artemis_Fowl,Goodreads Popular by Year
2001,9,"Dead Until Dark (Sookie Stackhouse, #1)",https://www.goodreads.com/book/show/301082.Dead_Until_Dark,Goodreads Popular by Year
2001,10,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,Goodreads Popular by Year
2002,1,The Lovely Bones,https://www.goodreads.com/book/show/12232938-the-lovely-bones,Goodreads Popular by Year
2002,2,Eragon (The Inheritance Cycle #1),https://www.goodreads.com/book/show/113436.Eragon,Goodreads Popular by Year
2002,3,Coraline,https://www.goodreads.com/book/show/17061.Coraline,Goodreads Popular by Year
2002,4,Kafka on the Shore,https://www.goodreads.com/book/show/239775146-kafka-on-the-shore,Goodreads Popular by Year
2002,5,Middlesex,https://www.goodreads.com/book/show/2187.Middlesex,Goodreads Popular by Year
2002,6,"Romancing Mister Bridgerton (Bridgertons, #4)",https://www.goodreads.com/book/show/110384.Romancing_Mister_Bridgerton,Goodreads Popular by Year
2002,7,Running with Scissors,https://www.goodreads.com/book/show/242006.Running_with_Scissors,Goodreads Popular by Year
2002,8,"The Nanny Diaries (Nanny, #1)",https://www.goodreads.com/book/show/228333.The_Nanny_Diaries,Goodreads Popular by Year
2002,9,"Good in Bed (Cannie Shapiro, #1)",https://www.goodreads.com/book/show/14748.Good_in_Bed,Goodreads Popular by Year
2002,10,The Purpose Driven Life: What on Earth Am I Here for?,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life,Goodreads Popular by Year
2003,1,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",https://www.goodreads.com/book/show/58613451-harry-potter-and-the-order-of-the-phoenix,Goodreads Popular by Year
2003,2,The Kite Runner,https://www.goodreads.com/book/show/17165596-the-kite-runner,Goodreads Popular by Year
2003,3,"The Da Vinci Code (Robert Langdon, #2)",https://www.goodreads.com/book/show/55019161-the-da-vinci-code,Goodreads Popular by Year
2003,4,The Time Traveler's Wife,https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,Goodreads Popular by Year
2003,5,The Curious Incident of the Dog in the Night-Time,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,Goodreads Popular by Year
2003,6,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,Goodreads Popular by Year
2003,7,The Five People You Meet in Heaven,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,Goodreads Popular by Year
2003,8,"The Devil Wears Prada (The Devil Wears Prada, #1)",https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,Goodreads Popular by Year
2003,9,A Short History of Nearly Everything,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything,Goodreads Popular by Year
2003,10,Can You Keep a Secret?,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_,Goodreads Popular by Year
2004,1,My Sister's Keeper,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,Goodreads Popular by Year
2004,2,"Something Borrowed (Darcy & Rachel, #1)",https://www.goodreads.com/book/show/42156.Something_Borrowed,Goodreads Popular by Year
2004,3,Cloud Atlas,https://www.goodreads.com/book/show/49628.Cloud_Atlas,Goodreads Popular by Year
2004,4,Jonathan Strange & Mr Norrell,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,Goodreads Popular by Year
2004,5,"P.S. I Love You (P.S. I Love You, #1)",https://www.goodreads.com/book/show/366522.P_S_I_Love_You,Goodreads Popular by Year
2004,6,Alexander Hamilton,https://www.goodreads.com/book/show/16130.Alexander_Hamilton,Goodreads Popular by Year
2004,7,"When He Was Wicked (Bridgertons, #6)",https://www.goodreads.com/book/show/110396.When_He_Was_Wicked,Goodreads Popular by Year
2004,8,"Death Note, Vol. 1: Boredom (Death Note, #1)",https://www.goodreads.com/book/show/13615.Death_Note_Vol_1,Goodreads Popular by Year
2004,9,Dress Your Family in Corduroy and Denim,https://www.goodreads.com/book/show/10176.Dress_Your_Family_in_Corduroy_and_Denim,Goodreads Popular by Year
2004,10,The Truth About Forever,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever,Goodreads Popular by Year
2005,1,"Twilight (Twilight Saga, #1)",https://www.goodreads.com/book/show/41865.Twilight,Goodreads Popular by Year
2005,2,The Book Thief,https://www.goodreads.com/book/show/19063.The_Book_Thief,Goodreads Popular by Year
2005,3,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",https://www.goodreads.com/book/show/58613345-harry-potter-and-the-half-blood-prince,Goodreads Popular by Year
2005,4,"The Girl With the Dragon Tattoo (Millennium, #1)",https://www.goodreads.com/book/show/2429135.The_Girl_With_the_Dragon_Tattoo,Goodreads Popular by Year
2005,5,"The Lightning Thief (Percy Jackson and the Olympians, #1)",https://www.goodreads.com/book/show/123675190-the-lightning-thief,Goodreads Popular by Year
2005,6,Looking for Alaska,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,Goodreads Popular by Year
2005,7,The Glass Castle,https://www.goodreads.com/book/show/7445.The_Glass_Castle,Goodreads Popular by Year
2005,8,Never Let Me Go,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,Goodreads Popular by Year
2005,9,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://www.goodreads.com/book/show/1202.Freakonomics,Goodreads Popular by Year
2005,10,"A Feast for Crows (A Song of Ice and Fire, #4)",https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,Goodreads Popular by Year
2006,1,"New Moon (Twilight Saga, #2)",https://www.goodreads.com/book/show/49041.New_Moon,Goodreads Popular by Year
2006,2,"Eat, Pray, Love",https://www.goodreads.com/book/show/19501.Eat_Pray_Love,Goodreads Popular by Year
2006,3,Water for Elephants,https://www.goodreads.com/book/show/43641.Water_for_Elephants,Goodreads Popular by Year
2006,4,Sharp Objects,https://www.goodreads.com/book/show/18045891-sharp-objects,Goodreads Popular by Year
2006,5,"Mistborn: The Final Empire (Mistborn, #1)",https://www.goodreads.com/book/show/68428.Mistborn,Goodreads Popular by Year
2006,6,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://www.goodreads.com/book/show/40727118-the-sea-of-monsters,Goodreads Popular by Year
2006,7,The Road,https://www.goodreads.com/book/show/6288.The_Road,Goodreads Popular by Year
2006,8,The Boy in the Striped Pajamas,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas,Goodreads Popular by Year
2006,9,The Girl Who Played with Fire (Millennium #2),https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,Goodreads Popular by Year
2006,10,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",https://www.goodreads.com/book/show/20518872-the-three-body-problem,Goodreads Popular by Year
2007,1,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",https://www.goodreads.com/book/show/58613224-harry-potter-and-the-deathly-hallows,Goodreads Popular by Year
2007,2,"City of Bones (The Mortal Instruments, #1)",https://www.goodreads.com/book/show/256683.City_of_Bones,Goodreads Popular by Year
2007,3,A Thousand Splendid Suns,https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,Goodreads Popular by Year
2007,4,"Eclipse (Crepúsculo, #3)",https://www.goodreads.com/book/show/428263.Eclipse,Goodreads Popular by Year
2007,5,"The Name of the Wind (The Kingkiller Chronicle, #1)",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,Goodreads Popular by Year
2007,6,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,Goodreads Popular by Year
2007,7,Thirteen Reasons Why,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,Goodreads Popular by Year
2007,8,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,Goodreads Popular by Year
2007,9,"Call Me By Your Name (Call Me By Your Name, #1)",https://www.goodreads.com/book/show/36336078-call-me-by-your-name,Goodreads Popular by Year
2007,10,"Vampire Academy (Vampire Academy, #1)",https://www.goodreads.com/book/show/345627.Vampire_Academy,Goodreads Popular by Year
2008,1,"The Hunger Games (The Hunger Games, #1)",https://www.goodreads.com/book/show/2767052-the-hunger-games,Goodreads Popular by Year
2008,2,"Breaking Dawn (Twilight Saga, #4)",https://www.goodreads.com/book/show/1162543.Breaking_Dawn,Goodreads Popular by Year
2008,3,Paper Towns,https://www.goodreads.com/book/show/6442769-paper-towns,Goodreads Popular by Year
2008,4,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",https://www.goodreads.com/book/show/8130423-the-battle-of-the-labyrinth,Goodreads Popular by Year
2008,5,Outliers: The Story of Success,https://www.goodreads.com/book/show/3228917-outliers,Goodreads Popular by Year
2008,6,"City of Ashes (The Mortal Instruments, #2)",https://www.goodreads.com/book/show/1582996.City_of_Ashes,Goodreads Popular by Year
2008,7,ACE #1,https://www.goodreads.com/book/show/22073607,Goodreads Popular by Year
2008,8,"The Host (The Host, #1)",https://www.goodreads.com/book/show/1656001.The_Host,Goodreads Popular by Year
2008,9,ACE #1,https://www.goodreads.com/book/show/17160860,Goodreads Popular by Year
2008,10,ACE #2,https://www.goodreads.com/book/show/18004625,Goodreads Popular by Year
2009,1,"Catching Fire (The Hunger Games, #2)",https://www.goodreads.com/book/show/6148028-catching-fire,Goodreads Popular by Year
2009,2,The Help,https://www.goodreads.com/book/show/4667024-the-help,Goodreads Popular by Year
2009,3,"The Maze Runner (The Maze Runner, #1)",https://www.goodreads.com/book/show/6186357-the-maze-runner,Goodreads Popular by Year
2009,4,"The Summer I Turned Pretty (Summer, #1)",https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty,Goodreads Popular by Year
2009,5,"The Last Olympian (Percy Jackson and the Olympians, #5)",https://www.goodreads.com/book/show/4556058-the-last-olympian,Goodreads Popular by Year
2009,6,"If I Stay (If I Stay, #1)",https://www.goodreads.com/book/show/4374400-if-i-stay,Goodreads Popular by Year
2009,7,Dark Places,https://www.goodreads.com/book/show/5886881-dark-places,Goodreads Popular by Year
2009,8,"City of Glass (The Mortal Instruments, #3)",https://www.goodreads.com/book/show/3777732-city-of-glass,Goodreads Popular by Year
2009,9,ACE #1,https://www.goodreads.com/book/show/25979603,Goodreads Popular by Year
2009,10,"Hush, Hush (Hush, Hush, #1)",https://www.goodreads.com/book/show/6339664-hush-hush,Goodreads Popular by Year
2010,1,"Mockingjay (The Hunger Games, #3)",https://www.goodreads.com/book/show/7260188-mockingjay,Goodreads Popular by Year
2010,2,"Unbroken: A World War II Story of Survival, Resilience and Redemption",https://www.goodreads.com/book/show/8664353-unbroken,Goodreads Popular by Year
2010,3,"Clockwork Angel (The Infernal Devices, #1)",https://www.goodreads.com/book/show/7171637-clockwork-angel,Goodreads Popular by Year
2010,4,The Immortal Life of Henrietta Lacks,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,Goodreads Popular by Year
2010,5,"The Way of Kings (The Stormlight Archive, #1)",https://www.goodreads.com/book/show/7235533-the-way-of-kings,Goodreads Popular by Year
2010,6,"The Lost Hero (The Heroes of Olympus, #1)",https://www.goodreads.com/book/show/7736182-the-lost-hero,Goodreads Popular by Year
2010,7,Room,https://www.goodreads.com/book/show/31685789-room,Goodreads Popular by Year
2010,8,"Matched (Matched, #1)",https://www.goodreads.com/book/show/7735333-matched,Goodreads Popular by Year
2010,9,"It's Not Summer Without You (Summer, #2)",https://www.goodreads.com/book/show/6584188-it-s-not-summer-without-you,Goodreads Popular by Year
2010,10,"The Scorch Trials (The Maze Runner, #2)",https://www.goodreads.com/book/show/7631105-the-scorch-trials,Goodreads Popular by Year
2011,1,"Divergent (Divergent, #1)",https://www.goodreads.com/book/show/13335037-divergent,Goodreads Popular by Year
2011,2,The Song of Achilles,https://www.goodreads.com/book/show/13623848-the-song-of-achilles,Goodreads Popular by Year
2011,3,ISBN 9780062060624,https://www.goodreads.com/book/show/59062169-the-song-of-achilles,Goodreads Popular by Year
2011,4,"Fifty Shades of Grey (Fifty Shades, #1)",https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,Goodreads Popular by Year
2011,5,Sapiens: A Brief History of Humankind,https://www.goodreads.com/book/show/23692271-sapiens,Goodreads Popular by Year
2011,6,Steve Jobs,https://www.goodreads.com/book/show/11084145-steve-jobs,Goodreads Popular by Year
2011,7,The Night Circus,https://www.goodreads.com/book/show/9361589-the-night-circus,Goodreads Popular by Year
2011,8,"Shatter Me (Shatter Me, #1)",https://www.goodreads.com/book/show/10429045-shatter-me,Goodreads Popular by Year
2011,9,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,Goodreads Popular by Year
2011,10,The Martian,https://www.goodreads.com/book/show/18007564-the-martian,Goodreads Popular by Year
2012,1,The Fault in Our Stars,https://www.goodreads.com/book/show/25856606-the-fault-in-our-stars,Goodreads Popular by Year
2012,2,Gone Girl,https://www.goodreads.com/book/show/19288043-gone-girl,Goodreads Popular by Year
2012,3,"Throne of Glass (Throne of Glass, #1)",https://www.goodreads.com/book/show/76703559-throne-of-glass,Goodreads Popular by Year
2012,4,"Me Before You (Me Before You, #1)",https://www.goodreads.com/book/show/17347634-me-before-you,Goodreads Popular by Year
2012,5,"The Selection (The Selection, #1)",https://www.goodreads.com/book/show/10507293-the-selection,Goodreads Popular by Year
2012,6,"Insurgent (Divergent, #2)",https://www.goodreads.com/book/show/11735983-insurgent,Goodreads Popular by Year
2012,7,"Shadow and Bone (Shadow and Bone, #1)",https://www.goodreads.com/book/show/37834723-shadow-and-bone,Goodreads Popular by Year
2012,8,ISBN13: 9780805094596,https://www.goodreads.com/book/show/10194157.ISBN13__9780805094596,Goodreads Popular by Year
2012,9,Eleanor & Park,https://www.goodreads.com/book/show/15745753-eleanor-park,Goodreads Popular by Year
2012,10,A Man Called Ove,https://www.goodreads.com/book/show/18774964-a-man-called-ove,Goodreads Popular by Year
2013,1,"Crown of Midnight (Throne of Glass, #2)",https://www.goodreads.com/book/show/76705490-crown-of-midnight,Goodreads Popular by Year
2013,2,The Goldfinch,https://www.goodreads.com/book/show/17333223-the-goldfinch,Goodreads Popular by Year
2013,3,"Allegiant (Divergent, #3)",https://www.goodreads.com/book/show/18710190-allegiant,Goodreads Popular by Year
2013,4,Fangirl,https://www.goodreads.com/book/show/16068905-fangirl,Goodreads Popular by Year
2013,5,"The Elite (The Selection, #2)",https://www.goodreads.com/book/show/16248068-the-elite,Goodreads Popular by Year
2013,6,"Unravel Me (Shatter Me, #2)",https://www.goodreads.com/book/show/13104080-unravel-me,Goodreads Popular by Year
2013,7,The Ocean at the End of the Lane,https://www.goodreads.com/book/show/18505792-the-ocean-at-the-end-of-the-lane,Goodreads Popular by Year
2013,8,"If He Had Been With Me (If He Had Been with Me, #1)",https://www.goodreads.com/book/show/15835031-if-he-had-been-with-me,Goodreads Popular by Year
2013,9,The Husband's Secret,https://www.goodreads.com/book/show/17802724-the-husband-s-secret,Goodreads Popular by Year
2013,10,"Siege and Storm (The Shadow and Bone Trilogy, #2)",https://www.goodreads.com/book/show/14061955-siege-and-storm,Goodreads Popular by Year
2014,1,All the Light We Cannot See,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,Goodreads Popular by Year
2014,2,Ugly Love,https://www.goodreads.com/book/show/17788401-ugly-love,Goodreads Popular by Year
2014,3,We Were Liars,https://www.goodreads.com/book/show/16143347-we-were-liars,Goodreads Popular by Year
2014,4,"Heir of Fire (Throne of Glass, #3)",https://www.goodreads.com/book/show/76706470-heir-of-fire,Goodreads Popular by Year
2014,5,"Red Rising (Red Rising Saga, #1)",https://www.goodreads.com/book/show/15839976-red-rising,Goodreads Popular by Year
2014,6,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",https://www.goodreads.com/book/show/126062562-the-assassin-s-blade,Goodreads Popular by Year
2014,7,"Big Little Lies (Big Little Lies, #1)",https://www.goodreads.com/book/show/33516773-big-little-lies,Goodreads Popular by Year
2014,8,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before,Goodreads Popular by Year
2014,9,Milk and honey,https://www.goodreads.com/book/show/23513349-milk-and-honey,Goodreads Popular by Year
2014,10,"Archer's Voice (Pelion Lake, #1)",https://www.goodreads.com/book/show/32822135-archer-s-voice,Goodreads Popular by Year
2015,1,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://www.goodreads.com/book/show/50659467-a-court-of-thorns-and-roses,Goodreads Popular by Year
2015,2,The Girl on the Train,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,Goodreads Popular by Year
2015,3,The Nightingale,https://www.goodreads.com/book/show/21853621-the-nightingale,Goodreads Popular by Year
2015,4,"Six of Crows (Six of Crows, #1)",https://www.goodreads.com/book/show/23437156-six-of-crows,Goodreads Popular by Year
2015,5,A Little Life,https://www.goodreads.com/book/show/22822858-a-little-life,Goodreads Popular by Year
2015,6,"Red Queen (Red Queen, #1)",https://www.goodreads.com/book/show/22328546-red-queen,Goodreads Popular by Year
2015,7,"Queen of Shadows (Throne of Glass, #4)",https://www.goodreads.com/book/show/123004944-queen-of-shadows,Goodreads Popular by Year
2015,8,November 9,https://www.goodreads.com/book/show/25111004-november-9,Goodreads Popular by Year
2015,9,"The Deal (Off-Campus, #1)",https://www.goodreads.com/book/show/45484397-the-deal,Goodreads Popular by Year
2015,10,Pretty Girls,https://www.goodreads.com/book/show/25574782-pretty-girls,Goodreads Popular by Year
2016,1,"It Ends with Us (It Ends with Us, #1)",https://www.goodreads.com/book/show/62627512-it-ends-with-us,Goodreads Popular by Year
2016,2,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury,Goodreads Popular by Year
2016,3,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://www.goodreads.com/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,Goodreads Popular by Year
2016,4,"Empire of Storms (Throne of Glass, #5)",https://www.goodreads.com/book/show/76713323-empire-of-storms,Goodreads Popular by Year
2016,5,"Caraval (Caraval, #1)",https://www.goodreads.com/book/show/27883214-caraval,Goodreads Popular by Year
2016,6,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child,Goodreads Popular by Year
2016,7,The Hating Game,https://www.goodreads.com/book/show/27213238-the-hating-game,Goodreads Popular by Year
2016,8,When Breath Becomes Air,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air,Goodreads Popular by Year
2016,9,Dark Matter,https://www.goodreads.com/book/show/27833670-dark-matter,Goodreads Popular by Year
2016,10,A Gentleman in Moscow,https://www.goodreads.com/book/show/34066798-a-gentleman-in-moscow,Goodreads Popular by Year
2017,1,The Seven Husbands of Evelyn Hugo,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo,Goodreads Popular by Year
2017,2,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,Goodreads Popular by Year
2017,3,Little Fires Everywhere,https://www.goodreads.com/book/show/34273236-little-fires-everywhere,Goodreads Popular by Year
2017,4,Eleanor Oliphant Is Completely Fine,https://www.goodreads.com/book/show/35900387-eleanor-oliphant-is-completely-fine,Goodreads Popular by Year
2017,5,The Hate U Give,https://www.goodreads.com/book/show/58651625-the-hate-u-give,Goodreads Popular by Year
2017,6,"One of Us Is Lying (One of Us is Lying, #1)",https://www.goodreads.com/book/show/58679358-one-of-us-is-lying,Goodreads Popular by Year
2017,7,Then She Was Gone,https://www.goodreads.com/book/show/35297426-then-she-was-gone,Goodreads Popular by Year
2017,8,"Tower of Dawn (Throne of Glass, #6)",https://www.goodreads.com/book/show/76714487-tower-of-dawn,Goodreads Popular by Year
2017,9,"They Both Die at the End (They Both Die at the End, #1)",https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end,Goodreads Popular by Year
2017,10,Pachinko,https://www.goodreads.com/book/show/34051011-pachinko,Goodreads Popular by Year
2018,1,Verity,https://www.goodreads.com/book/show/59344312-verity,Goodreads Popular by Year
2018,2,Where the Crawdads Sing,https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing,Goodreads Popular by Year
2018,3,"The Cruel Prince (The Folk of the Air, #1)",https://www.goodreads.com/book/show/26032825-the-cruel-prince,Goodreads Popular by Year
2018,4,"A Court of Frost and Starlight (A Court of Thorns and Roses, #4)",https://www.goodreads.com/book/show/50659471-a-court-of-frost-and-starlight,Goodreads Popular by Year
2018,5,Educated,https://www.goodreads.com/book/show/35133922-educated,Goodreads Popular by Year
2018,6,Normal People,https://www.goodreads.com/book/show/41057294-normal-people,Goodreads Popular by Year
2018,7,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,https://www.goodreads.com/book/show/40121378-atomic-habits,Goodreads Popular by Year
2018,8,Circe,https://www.goodreads.com/book/show/35959740-circe,Goodreads Popular by Year
2018,9,The Great Alone,https://www.goodreads.com/book/show/34912895-the-great-alone,Goodreads Popular by Year
2018,10,Becoming,https://www.goodreads.com/book/show/38746485-becoming,Goodreads Popular by Year
2019,1,The Silent Patient,https://www.goodreads.com/book/show/40097951-the-silent-patient,Goodreads Popular by Year
2019,2,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",https://www.goodreads.com/book/show/40916679-a-good-girl-s-guide-to-murder,Goodreads Popular by Year
2019,3,Daisy Jones & The Six,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six,Goodreads Popular by Year
2019,4,"Red, White & Royal Blue (Red, White & Royal Blue, #1)",https://www.goodreads.com/book/show/41150487-red-white-royal-blue,Goodreads Popular by Year
