source_year,rank,list_title,title,author,average_rating,ratings_count,reviews_count,description,genres,pages,published_date,language,publisher,isbn,edition_count,book_url,image_url,source
1937,,,Death on the Nile,Agatha Christie,4.2,25.0,,,"Belgians, Fiction, Hercule Poirot (Fictitious character), Private investigators, English Detective and mystery stories, murder, Historical Fiction, Mystery, Romance, Poirot, Hercule (Personaje literario)",,1937,"gre, ger, heb, eng, jpn, pol, spa, rus, ita, chi, fin, ara, fre","Rba Libros, Collins for the Crime Club, Harper Collins, Fontana/Collins, Espasa",9782702478417,187,https://openlibrary.org/works/OL471724W,https://covers.openlibrary.org/b/id/14066646-M.jpg,Open Library API
1937,,,Their Eyes Were Watching God,Zora Neale Hurston,4.163265,49.0,,,"African American women, Fiction, Psychology, Self-realization, Florida, fiction, African americans, fiction, Fiction, psychological, African american women in literature, African americans, Allegories",,1937,eng,"J.B. Lippincott Co., Grupo Editorial Lumen, S.A., Perennial Classics, G.K. Hall, Ryerson Pressbooks",9780060838676,66,https://openlibrary.org/works/OL27778127W,https://covers.openlibrary.org/b/id/12752055-M.jpg,Open Library API
1937,,,On the Banks of Plum Creek,Laura Ingalls Wilder,4.0454545,22.0,,,"Fiction, Juvenile fiction, Frontier and pioneer life, Family life, Families, Family, Social life and customs, Newbery Honor, Children's fiction, Minnesota, fiction",,1937,"heb, jpn, spa, pol, ice, ger, eng, rus, fre, chi","harper & brothers publishers, Editorial Noguer, HarperTrophy, a division of HarperCollins,, Harper & brothers, HarperCollins Publishers",9780317536539,82,https://openlibrary.org/works/OL1719794W,https://covers.openlibrary.org/b/id/30787-M.jpg,Open Library API
1937,,,Dumb Witness,Agatha Christie,4.0,11.0,,,"Fiction, Hercule Poirot (Fictitious character), Private investigators, Private investigators in fiction, Mystery, Murder, Last letters before death, Investigation, Large type books, Accidents",,1937,"ger, heb, eng, pol, spa, ita, dut, chi, fre","Collins for the Crime Club, Harpercollins, Bantam Books, Inc., Dodd, Mead & Company, Champs-Elysees",0008129568,97,https://openlibrary.org/works/OL472189W,https://covers.openlibrary.org/b/id/14578123-M.jpg,Open Library API
1937,,,Wet Magic,Edith Nesbit,2.0,2.0,,,"Fantasy fiction, Fantasy, Children's fiction, Magic, fiction, Mermaids, fiction",,1937,eng,"Pixabay, Benn, SeaStar Books, Standard Ebooks, Audio Book Contractors",1545457743,166,https://openlibrary.org/works/OL99513W,https://covers.openlibrary.org/b/id/854565-M.jpg,Open Library API
1937,,,Star Maker,Olaf Stapledon,2.75,4.0,,,"Fiction, general, Fiction in English, Science fiction, Fiction, Cosmology, Long Now Manual for Civilization, Fiction, science fiction, general, English literature, English Science fiction",,1937,eng,"Wesleyan University Press, Penguin Books, Limited, Cem Yayinevi, J.P. Tarcher, Brand: Important Books",9780819566935,77,https://openlibrary.org/works/OL3290739W,https://covers.openlibrary.org/b/id/911107-M.jpg,Open Library API
1937,,,And to think that I saw it on Mulberry Street,Dr. Seuss,4.2222223,18.0,,,"Children's stories, Fiction, Imagination, Juvenile fiction, Spanish language materials, Stories in rhyme, Children's fiction, Imagination, fiction, Children's picture books, Boys",,1937,"spa, eng","HarperCollins, Scholastic Paperbacks, The Vanguard press, HarperCollins Publishers (New Zealand), Random House Books for Young Readers",9780007865178,20,https://openlibrary.org/works/OL1898303W,https://covers.openlibrary.org/b/id/5391016-M.jpg,Open Library API
1938,,,Rebecca,Daphne du Maurier,4.163265,49.0,,,"Married women, Cornwall (England : County), Remarriage, Remarried people, Fiction, Drama, Suspense fiction, Open Library Staff Picks, English fiction, Wives",,1938,"gre, ger, heb, eng, pol, vie, spa, rus, ita, chi, fre","The Sun Dial Press, Little, Brown Book Group Limited, Guild Publishing, International Collectors Library, Plaza & Janes S.A.,Spain",9788401462726,200,https://openlibrary.org/works/OL36633W,https://covers.openlibrary.org/b/id/8238729-M.jpg,Open Library API
1938,,,Appointment with Death,Agatha Christie,3.6666667,15.0,,,"Belgians, Belgians in fiction, Fiction, Fiction inEnglish, Hercule Poirot (Fictitious character), Private investigators, Private investigators in fiction, Detective and mystery stories, English Detective and mystery stories, Americans",,1938,"hin, ger, heb, eng, pol, spa, ita, chi, fre","La Nacion, Yuan jing chu ban gong si, Collins for the Crime Club, published for The Crime Club by Collins, Dell Publishing Company",8467058692,111,https://openlibrary.org/works/OL471667W,https://covers.openlibrary.org/b/id/14561660-M.jpg,Open Library API
1938,,,Out of the Silent Planet,C. S. Lewis,4.0,32.0,,,"Linguists, Elwin Ransom (Fictitious character), Readers, Philologists, Science fiction, College teachers, Life on other planets, Fiction, Good and evil, Fantasy fiction",,1938,"eng, pol","Avon Pub. Co., John Lane, Blackstone Audiobooks, Turtleback Books Distributed by Demco Media, Scribner Classics",8385541780,65,https://openlibrary.org/works/OL71166W,https://covers.openlibrary.org/b/id/9321665-M.jpg,Open Library API
1938,,,La nausée,Jean-Paul Sartre,3.9545455,22.0,,,"Existentialism, Fiction, Litterature francaise, Ecrivains, Romans, nouvelles, Psychanalyse, French novellas, Psychoanalysis, Self-hate (Psychology), Translations into English",,1938,"per, fre, eng, spa, swe, rus, fin, ita","Rodopi, Editorial Sol 90, Losada/Argentina, Penguin Books, Limited, New Directions Publishing Corp.",9782070368051,98,https://openlibrary.org/works/OL1161171W,https://covers.openlibrary.org/b/id/9393973-M.jpg,Open Library API
1938,,,The reluctant dragon,"Kenneth Grahame, Jim Weiss, Ernest H. Shepard, Michael Hague",4.25,8.0,,,"Fiction, Dragons, Juvenile fiction, Fairy tales, Fairy plays, Fantasy, Friendship, Compromise (Ethics), Children's fiction, Dragons, fiction",,1938,eng,"Holt, Rinehart, and Winston, Tandem Library, Puffin, Andre Deutsch Ltd, The Well-Trained Mind Press",9798442512304,228,https://openlibrary.org/works/OL69602W,https://covers.openlibrary.org/b/id/6557137-M.jpg,Open Library API
1938,,,The sword in the stone,T. H. White,4.2222223,9.0,,,"Adaptations, Arthurian romances, Britons, Children's stories, Classic Literature, Fiction, Folklore, Juvenile fiction, Kings and rulers, Knights and knighthood",,1938,"eng, und, ita","HarperCollins Publishers Canada, Limited, Mursia, COLLINS, HarperCollins Children's Books, Thomas T. Beeler Publisher",9780006742005,74,https://openlibrary.org/works/OL1388027W,https://covers.openlibrary.org/b/id/12387482-M.jpg,Open Library API
1938,,,Brighton rock,Graham Greene,2.5,2.0,,,"Fiction, Gangsters, Organized crime, Psychopaths, Teenage boys, Fiction / General, Gangs, Fiction, suspense, England, fiction, Greene, graham, 1904-1991",,1938,"swe, chi, und, ita, eng","William Heinemann Ltd, Penguin UK, Penguin Classics, Macmillan Collector's Library, Edito-Service",1857151461,72,https://openlibrary.org/works/OL106083W,https://covers.openlibrary.org/b/id/7899030-M.jpg,Open Library API
1938,,,The Code of the Woosters,P. G. Wodehouse,3.9230769,13.0,,,"Bertie Wooster (Fictitious character), Open Library Staff Picks, Valets, Single men, Fiction, Classic Literature, Jeeves (Fictitious character), Jeeves (fictitious character), fiction, Wooster, bertie (fictitious character), fiction, Fiction, humorous",,1938,eng,"The Audio Partners, Blackstone Audiobooks, Arrow, P. F. Collier, Simon and Schuster",1597771929,34,https://openlibrary.org/works/OL1337126W,https://covers.openlibrary.org/b/id/254199-M.jpg,Open Library API
1938,,,A Blunt Instrument,Georgette Heyer,3.1666667,6.0,,,"1930s, Contemporary, Country homes, Detective and mystery stories, Fiction, Fiction in English, Investigation, Murder, Police, Suspense",,1938,"eng, ger","Panther, Poisoned Pen Press, Sourcebooks, Incorporated, Chivers, Chivers Audio Books",0099493659,49,https://openlibrary.org/works/OL4092518W,https://covers.openlibrary.org/b/id/6924145-M.jpg,Open Library API
1938,,,The death of the heart,Elizabeth Bowen,4.3333335,3.0,,,"Fiction in English, Classic fiction, Young women, Fiction, Adolescence, Separation (Psychology), British and irish fiction (fictional works by one author), Fiction, general",,1938,eng,"Penguin Classics, Vintage Books, Jonathan Cape, Penguin in association with Jonathan Cape, Penguin Books",9780224600521,28,https://openlibrary.org/works/OL724067W,https://covers.openlibrary.org/b/id/71487-M.jpg,Open Library API
1939,,,And Then There Were None,Agatha Christie,4.240964,166.0,,,"Roman policier, French language materials, Français (langue), Lectures et morceaux choisis, cyanide poisoning, chloral hydrate, potassium cyanide, Scotland Yard, coroners, message in a bottle",,1939,"dut, heb, vie, jpn, ita, spa, fre, pol, gre, fin, ger, eng, hrv, rus, por, hun, chi","Alfred Scherz Verlag, RosettaBooks, Jing xiao zhe Xing guang shu bao she, Independently published, Gallimard",0062490370,214,https://openlibrary.org/works/OL471565W,https://covers.openlibrary.org/b/id/11172296-M.jpg,Open Library API
1939,,,The Grapes of Wrath,John Steinbeck,3.9252336,107.0,,,"Labor camps, Depressions, Labor camps in literature, Classic Literature, Open Library Staff Picks, Pulitzer Prize Winner, Fiction, Migrant agricultural laborers in literature, award:pulitzer_prize=1940, open_syllabus_project",,1939,"tur, jpn, vie, ita, kor, ice, pol, per, ger, swe, tib, dut, gre, heb, cat, spa, eng, und, fre, chi","Sel Yayıncılık, Lectorum Pubns Inc (J), Uitgeverij De lage landen, n.v., Cram Cassettes, J.G. FERGUSON PUBLISHING COMPANY",1407477498,321,https://openlibrary.org/works/OL23205W,https://covers.openlibrary.org/b/id/12715902-M.jpg,Open Library API
1939,,,The Once and Future King,T. H. White,4.090909,33.0,,,"Adaptations, Arthur,, Arthur, in fiction, Arthurian romances, Britons, Britons in fiction, English Fantasy fiction, English Historical fiction, Fantasy fiction, Fiction",,1939,"rus, spa, eng, heb","International Collectors Library, HarperCollins Publishers, Geleos, HarperCollins Publishers Limited, Independently Published",0002216019,81,https://openlibrary.org/works/OL1388028W,https://covers.openlibrary.org/b/id/6630521-M.jpg,Open Library API
1939,,,Hercule Poirot's Christmas,Agatha Christie,4.0454545,22.0,,,"Hercule Poirot (Fictitious character), Private investigators, Murder, Christmas stories, Fiction, Investigadores privados, Navidad, Novela policíaca inglesa, Poirot, Hercule (Personaje literario), Ficción",,1939,"ger, heb, eng, tur, pol, spa, swe, por, chi, fre","Collins for the Crime Club, Harpercollins, BOOKET, Dodd, Mead & Company, Wydaw. Dolnośląskie",9780553267952,110,https://openlibrary.org/works/OL471841W,https://covers.openlibrary.org/b/id/12855074-M.jpg,Open Library API
1939,,,The Big Sleep,Raymond Chandler,4.090909,22.0,,,"Fiction, Philip Marlowe (Fictitious character), Private investigators, Detective and mystery stories, Women, General, Fiction, mystery & detective, hard-boiled, Marlowe, philip (fictitious character), fiction, California, fiction, Los angeles (calif.), fiction",,1939,"bul, ita, spa, pol, por, ger, eng, swe, fre, chi","Chivers, Vintage Books, Vintage Crime/Black Lizard, Knopf Doubleday Publishing Group, ValdeBooks",0194791653,116,https://openlibrary.org/works/OL15400582W,https://covers.openlibrary.org/b/id/7268475-M.jpg,Open Library API
1939,,,Anne of Ingleside,Lucy Maud Montgomery,3.625,8.0,,,"Children's fiction, Shirley, anne (fictitious character), fiction, Prince edward island, fiction, Family life, fiction, Marriage, fiction, Chang pian xiao shuo, Juvenile fiction, Country life, Islamic law",,1939,"ara, spa, eng, pol, chi, fre, ger","McClelland and Stewart-Bantam, Québec Amérique, Independently Published, Sourcebooks, Incorporated, 可筑書房",9798548418579,280,https://openlibrary.org/works/OL77747W,https://covers.openlibrary.org/b/id/14640696-M.jpg,Open Library API
1939,,,The Enchanted Wood,Enid Blyton,4.25,16.0,,,"Children's stories, Magic, fiction, Children's fiction, Faraway tree (imaginary place), fiction, Magic, Juvenile fiction, Friendship, Premier's reading challenge (N.S.W.) grades 3-4, Forests and forestry, fiction, Tree houses, fiction",,1939,eng,"George Newnes Limited, Egmont, eBookit.com, Budget Books, Red Fox",0600331687,37,https://openlibrary.org/works/OL1948444W,https://covers.openlibrary.org/b/id/14599599-M.jpg,Open Library API
1939,,,Sad Cypress,Agatha Christie,4.1,10.0,,,"Fiction, Hercule Poirot (Fictitious character), Private investigators, Detective and mystery stories, Historical Fiction, Mystery, Romance, Fiction, mystery & detective, general, Poirot, hercule (fictitious character), fiction, Private investigators, fiction",,1939,"eng, fre, spa, heb, pol, ger","BBC Audiobooks, FONTANA, BBC Physical Audio, Perfect Bound, HarperCollins Publishers Ltd",9782702413401,86,https://openlibrary.org/works/OL471870W,https://covers.openlibrary.org/b/id/6559532-M.jpg,Open Library API
1939,,,The confidential agent,Graham Greene,3.25,8.0,,,"Fiction, Spy Thrillers, Mystery and detective stories, Fiction, general, British and irish fiction (fictional works by one author), Continental european fiction (fictional works by one author)",,1939,"eng, fre, dan, und, fin, per","Penguin, Penguin books : in association with William Heinemann, Kustannusosakeyhtiö Tammi, Sun Dial Press, Chivers",2020069423,48,https://openlibrary.org/works/OL106076W,https://covers.openlibrary.org/b/id/97527-M.jpg,Open Library API
1939,,,Johnny Got His Gun,Dalton Trumbo,4.071429,14.0,,,"Fiction, World War, 1914-1918, Disfigured persons, Disabled veterans, Psychological aspects of World War, 1914-1918, Veterans, Soldiers, People with disabilities, American fiction (fictional works by one author), Veterans, fiction",,1939,"ger, eng, spa, chi, fre","Ace Star, Amereon Limited, Solin / Boréal, Carol Publishing Corporation, Citadel Press",9780141189819,42,https://openlibrary.org/works/OL2269514W,https://covers.openlibrary.org/b/id/12719037-M.jpg,Open Library API
1940,,,The Long Winter,Laura Ingalls Wilder,4.0434785,23.0,,,"Blizzards, Juvenile fiction, Families, Frontier and pioneer life, Spanish language materials, Fiction, Frontier and pioneer life, fiction, Children's fiction, Social life and customs, Frontier and life",,1940,"ger, heb, eng, pol, spa, und, chi, fre","Harpercollins, Flammarion, Agencja KRIS, harper& row, publishers, HarperCollins Publishers",0060885424,62,https://openlibrary.org/works/OL1719759W,https://covers.openlibrary.org/b/id/4967658-M.jpg,Open Library API
1940,,,For Whom the Bell Tolls,Ernest Hemingway,3.64,25.0,,,"Spain in fiction, Fiction, History, Spanish Civil War, Americans, open_syllabus_project, Guerrilla warfare, Foreign Participation, Novelas españolas, Military participation",,1940,"por, ger, eng, rus, hun, pol, fre, spa, ara, chi, jpn, dut, ita, kor, bul, slo, vie","Zaklad Narodowy Imienia Ossolinskich, Princeton university press, Wan xiang shu dian, Penguin Books Ltd, Altin Kitaplar",0816159688,185,https://openlibrary.org/works/OL63009W,https://covers.openlibrary.org/b/id/2560810-M.jpg,Open Library API
1940,,,Sleeping Murder,Agatha Christie,4.142857,14.0,,,"Fiction, Jane Marple (Fictitious character), Women detectives, Women detectives in fiction, Mystery, Large type books, English Detective and mystery stories, Translations into French, English literature, Fiction, mystery & detective, traditional",,1940,"ger, eng, tur, spa, ita, chi, fre","DolnoÅ›lÄ…skie, HARPER COLLINS 1 PAP, The Audio Partners, HARPERCOLLINS, Librairie générale française",9752109519,117,https://openlibrary.org/works/OL472250W,https://covers.openlibrary.org/b/id/10247294-M.jpg,Open Library API
1940,,,The Corinthian,Georgette Heyer,4.428571,7.0,,,"Open Library Staff Picks, Fiction, Romance, Historical, Regency, Arranged marriage, fiction, Social life and customs, fiction, Nobility, fiction, Young women, fiction, Great Britain, fiction, Marriage, fiction, Man-woman relationships, fiction",,1940,eng,"Sourcebooks, Incorporated, F.A. Thorpe Ulverscoft, Pan, Chivers Audio Books, Yestermorrow",1282271636,36,https://openlibrary.org/works/OL4092656W,https://covers.openlibrary.org/b/id/6941376-M.jpg,Open Library API
1940,,,The Heart is a Lonely Hunter,Carson McCullers,4.0869565,23.0,,,"American fiction (fictional works by one author), Friendship, fiction, Georgia, fiction, Fiction, Teenage girls, Racism, Deaf, Suicide victims, Friendship, Allegories",,1940,"per, dut, chi, eng, spa, ger","Bantam Books, Diogenes Verlag, Houghton Mifflin, Scherz & Goverts, Penguin Books, Limited",9780451005960,64,https://openlibrary.org/works/OL11081469W,https://covers.openlibrary.org/b/id/394799-M.jpg,Open Library API
1940,,,The Quiet American,Graham Greene,3.952381,21.0,,,"Americans, British, Fiction, Fiction in English, German language books, Indochinese War, 1946-1954, Journalists, Politics and government, Triangles (Interpersonal relations), War correspondents",,1940,"ger, heb, eng, vie, spa, rus, slo, dut, chi, fre, hun","Viking Press, Inostrannoĭ Literatury, Edito-Service S.A., Blackstone Audiobooks, heineman",9788482809335,96,https://openlibrary.org/works/OL106081W,https://covers.openlibrary.org/b/id/6783126-M.jpg,Open Library API
1940,,,Flame of Diablo,Sara Craven,3.5,8.0,,,"Fiction, romance, contemporary fiction in english",,1940,"eng, und","Thorndike Pr (Largeprint), Mills & B., Harlequin Enterprises ULC, Mills and Boon, Mills & Boon",9780373103317,9,https://openlibrary.org/works/OL3467508W,https://covers.openlibrary.org/b/id/6896477-M.jpg,Open Library API
1940,,,The power and the Glory,Graham Greene,4.2727275,11.0,,,"Anti-clericalism, Catholic Church, Catholics, Clergy, Fiction, Persecution, Social life and customs, Classics, Multicultural, Supsense",,1940,"fre, eng, chi, spa, ger, dan, und, pol, jpn","Gyldendal, Viking press, Curley Pub., Lythway Press, Promexa",0099286092,67,https://openlibrary.org/works/OL106084W,https://covers.openlibrary.org/b/id/4345363-M.jpg,Open Library API
1940,,,"One, Two, Buckle My Shoe",Agatha Christie,3.7272727,11.0,,,"Fiction, Hercule Poirot (Fictitious character), Private investigators, Chief Inspector Japp (Fictitious character), English Detective and mystery stories, Police, Mystery, Murder, Dentists, Crimes against",,1940,"eng, ita, fre, fin, pol, spa, und, ara, slv, ger, por","Librairie Des Champs-Elysees, BBC Audiobooks, fontana books, HarperCollins Publishers Ltd, Planet Three Publishing Network",9780007860821,104,https://openlibrary.org/works/OL471702W,https://covers.openlibrary.org/b/id/14586349-M.jpg,Open Library API
1940,,,Sonnenfinsternis,Arthur Koestler,4.2,15.0,,,"Fiction, History, Moscow Trials, Moscow, Russia, 1936-1937, Political prisoners, Totalitarianism, Revolution, 1917-1921, Russia, Soviet union, fiction, Fiction, historical, Fiction, legal",,1940,"gre, ger, heb, eng, pol, spa, und, dut, rus, fre","Destino, Zemorah, Bitan, Landsborough, Time, Inc, New American Library",2253003417,119,https://openlibrary.org/works/OL804246W,https://covers.openlibrary.org/b/id/368797-M.jpg,Open Library API
1941,,,Little Town on the Prairie,Laura Ingalls Wilder,3.8421052,19.0,,,"Families, Frontier and pioneer life, Family, Juvenile fiction, Family life, Fiction, Newbery Honor, Children's fiction, Frontier and pioneer life, fiction, South dakota, fiction",,1941,"fre, heb, dut, eng, chi, spa, pol","Ueberreuter Verlag, Egmont Books Ltd, HarperCollins Children's Books, Harper & Brothers Publishers, Tandem Library",0060264519,58,https://openlibrary.org/works/OL1719805W,https://covers.openlibrary.org/b/id/49861-M.jpg,Open Library API
1941,,,Evil Under the Sun,Agatha Christie,3.68,25.0,,,"Hercule Poirot (Fictitious character), Private investigators, Detective and mystery stories, Open Library Staff Picks, Detectives, Fiction, Belgians, Mystery, English literature, Murder",,1941,"fin, vie, spa, eng, ita, rus, pol, chi, fre, ger","Wydawnictwo Hachette, Distributed by Workman Pub. Co., Independently Published, Collins for the Crime Club, Altin Kitaplar",0671706128,120,https://openlibrary.org/works/OL472049W,https://covers.openlibrary.org/b/id/13671433-M.jpg,Open Library API
1941,,,N or M?,Agatha Christie,3.7272727,11.0,,,"Fiction, Married people, Mystery, Private investigators, Tommy Beresford (Fictitious character), Tuppence Beresford (Fictitious character), Spy stories, Large type books, Fiction, mystery & detective, traditional, London (england), fiction",,1941,"fre, heb, eng, chi, spa, gre, ger, cze, ita","Center Point Large Print, Putnam Adult, HARPER COLLINS PUBLICATION LTD, Lychnari, HarperCollins Publishers",9782702413913,76,https://openlibrary.org/works/OL472130W,https://covers.openlibrary.org/b/id/14589804-M.jpg,Open Library API
1941,,,Faro's Daughter,Georgette Heyer,4.375,8.0,,,"Fiction, Romance, Historical, Regency, Social life and customs, England, fiction, Fiction",,1941,"eng, ger","Mandarin, Sourcebooks, Incorporated, DoubleDay, Chivers Audio Books, Rowohlt",9780749305130,35,https://openlibrary.org/works/OL4092555W,https://covers.openlibrary.org/b/id/7001467-M.jpg,Open Library API
1941,,,Curious George,"H. A. Rey, Margret Rey",4.04,25.0,,,"Monkeys, Curious George (Fictitious character), Readers, Spanish language, Fiction, Monos, Spanish language materials, Giraffe, Big books, Bilingual",,1941,"jpn, spa, eng, ger","Tandem Library, HMH Books, Houghton Mifflin Company, Diogenes Verlag, Houghton Mifflin Co.",9780782481310,21,https://openlibrary.org/works/OL2023849W,https://covers.openlibrary.org/b/id/6482322-M.jpg,Open Library API
1941,,,Paddle-to-the-Sea,Holling Clancy Holling,5.0,2.0,,,"Juvenile fiction, Fiction, Canoes and canoeing, Indians of North America, Children's fiction, Saint lawrence river, fiction, Great lakes (north america), fiction, collectionID:caldecotthonor40",,1941,eng,"Tandem Library, Perfection Learning Prebound, Houghton Mifflin, Audio Bookshelf, Blackstone Audiobooks",0395150825,13,https://openlibrary.org/works/OL4528062W,https://covers.openlibrary.org/b/id/7019882-M.jpg,Open Library API
1941,,,Death and the Dancing Footman,Ngaio Marsh,4.2,5.0,,,"Fiction, Fiction in English, Mystery, Police, Roderick Alleyn (Fictitious character), History, Detective and mystery stories, Fiction, mystery & detective, general, Alleyn, roderick (fictitious character), fiction, Fiction, mystery & detective, police procedural",,1941,"ger, dut, spa, eng","Little, Brown, Jove, HarperCollins Publishers Ltd, Ulverscroft, HarperCollins",0884114775,35,https://openlibrary.org/works/OL460819W,https://covers.openlibrary.org/b/id/184469-M.jpg,Open Library API
1941,,,Traitor's purse,Margery Allingham,3.25,4.0,,,"Fiction, Private investigators, Private investigators in fiction, Albert Campion (Fictitious character), Fiction in English, Campion, albert (fictitious character), fiction, Fiction, mystery & detective, general, Large type books, Fiction, mystery & detective, traditional, England, fiction",,1941,eng,"Tuttle+publishing, Aeonian Pr, Carroll & Graf Publishers, Sun Dial Press, Chivers Press",9780786704477,30,https://openlibrary.org/works/OL2004315W,https://covers.openlibrary.org/b/id/823124-M.jpg,Open Library API
1941,,,Dragon Seed (Progress English),"Pearl S. Buck, Adam Verner, Ellen O'Connor",4.25,4.0,,,"Peace, World War, 1939-1945, American Historical fiction, Fiction, Fiction in English, History, Families, Historical fiction, Family, Domestic fiction",,1941,"chi, vie, fre, ita, eng, spa, ger","Methuen & Co LTD. London, Day, NXB Văn nghue, Cardinal, Moyer Bell Ltd.",9781559213356,47,https://openlibrary.org/works/OL1140131W,https://covers.openlibrary.org/b/id/3324534-M.jpg,Open Library API
1941,,,The last tycoon,F. Scott Fitzgerald,2.5,2.0,,,"Fiction, Facsimiles, Motion picture industry, American Manuscripts, Manuscripts, Fiction in English, American fiction, Man-woman relationships, American fiction (fictional works by one author), Motion picture industry, fiction",,1941,"eng, spa, ger, fre","Collier Books, Gallimard, Cambridge University Press, HarperCollins Publishers, Scrinber's",9781982147730,63,https://openlibrary.org/works/OL468451W,https://covers.openlibrary.org/b/id/5412044-M.jpg,Open Library API
1942,,,La Peste,Albert Camus,4.121212,33.0,,,"Fiction, Plague, Plague in literature, Epidemics, Peste bubónica, FICTION / Classics, FICTION / Psychological, FICTION / Literary, Continental european fiction (fictional works by one author), Medicine in Literature",,1942,"ger, heb, rum, eng, tur, pol, spa, per, swe, por, dut, chi, fin, fre, arm","Brand: Paw Prints 2008-07-10, Hermes, Gallimard, Livre de Poche, Penguin Books Canada, Limited",9798648795143,280,https://openlibrary.org/works/OL1230715W,https://covers.openlibrary.org/b/id/13151272-M.jpg,Open Library API
1942,,,L’étranger,Albert Camus,4.0826445,121.0,,,"Philosophical Novels, Murder, Fiction, Medicine in Literature, French, Novelas francesas, Asesinato, Ficción, Relatos de aventuras, Critique et interprétation",,1942,"ger, heb, pol, vie, spa, jpn, dut, hin, jav, kur, eng, mul, per, wel, swe, por, chi, ita, ara, fre","Planeta DeAgostini, FREMEAUX, Editions Gallimard, Gallimard, Penguin Random House",9798779255943,468,https://openlibrary.org/works/OL1230613W,https://covers.openlibrary.org/b/id/13151269-M.jpg,Open Library API
1942,,,Five Little Pigs,Agatha Christie,4.0,19.0,,,"Hercule Poirot (Fictitious character), Private investigators, Detective and mystery stories, Open Library Staff Picks, Fiction, Mystery, Large type books, Murder, Investigation, False imprisonment",,1942,"heb, ita, spa, ger, eng, fre, chi","Scherz, Ulverscroft, LIBRAIRIE DES CHAMPS ELYSEES, HarperCollins Publishers, Rba Libros",0007659504,110,https://openlibrary.org/works/OL471666W,https://covers.openlibrary.org/b/id/14578138-M.jpg,Open Library API
1942,,,Brave New World and Brave New World Revisited,Aldous Huxley,4.1190476,42.0,,,"Fiction, Science Fiction, Family, Freedom, Collectivism, Genetic engineering, Totalitarianism, Brainwashing, Culture, Dystopias",,1942,"eng, spa, ger","Flamingo (HarperCollins), Chatto & Windus, Harper & Row, Heron Books, Audio Renaissance",0060187220,27,https://openlibrary.org/works/OL64440W,https://covers.openlibrary.org/b/id/35568-M.jpg,Open Library API
1942,,,Five on a Treasure Island,Enid Blyton,4.318182,22.0,,,"Children: Grades 4-6, Famous Five (Fictitious characters), Juvenile fiction, Children's fiction, Adventure and adventurers, fiction, famous five, kid's book, adventure, Translations from English, Children's stories, German",,1942,"eng, ger, fre","Bertelsmann, München, Edito-Service, Weltbild Verlag, Juventud, Hodder and Stoughton",9798732290356,85,https://openlibrary.org/works/OL1948704W,https://covers.openlibrary.org/b/id/14570937-M.jpg,Open Library API
1942,,,The Runaway Bunny,Margaret Wise Brown,4.071429,14.0,,,"Madre e hijo, Picture books for children, Rabbits, Mothers, Specimens, Runaway children, Children'sstories, Mother and child in fiction, Fiction, Juvenile fiction",,1942,"eng, spa, chi, jpn, fre","Minnesota Humanities Center, Horupu Shuppan, Rayo, Flammarion, Turtleback Books Distributed by Demco Media",7532465527,77,https://openlibrary.org/works/OL151861W,https://covers.openlibrary.org/b/id/8743590-M.jpg,Open Library API
1942,,,The Moving Finger,Agatha Christie,3.7272727,11.0,,,"Fiction, Women detectives, Jane Marple (Fictitious character), Detective and mystery stories, English fiction, Marple, Jane (Fictitious characters), Mystery, Anonymous letters, Gossip, Large type books",,1942,"ger, eng, pol, spa, ita, dut, rus, fre","Collins for the Crime Club, Crime Club / Book Club, Edito-Service, Espasa, A. Mondadori",0440158613,115,https://openlibrary.org/works/OL471905W,https://covers.openlibrary.org/b/id/13672855-M.jpg,Open Library API
1942,,,Snow Treasure,Marie McSwigan,4.285714,7.0,,,"Juvenile fiction, Fiction, Courage, World War, 1939-1945, History, Children's fiction, World war, 1939-1945, fiction, Norway, fiction, Adventure and adventurers, fiction",,1942,eng,"Scholastic, Dutton's Children's Books, Novel Units, Tandem Library, Dutton Juvenile",9781561372850,12,https://openlibrary.org/works/OL5844479W,https://covers.openlibrary.org/b/id/361623-M.jpg,Open Library API
1942,,,The Body in the Library,Agatha Christie,3.85,20.0,,,"Fiction, Mystery, Women detectives, Detective and mystery stories, Jane Marple (Fictitious character), Agatha Christie, Miss Marple, Series, British, Female",,1942,"tur, dut, heb, ita, spa, pol, ger, eng, fre, chi","HarperCollins UK, RBA Libros, M. Mizraḥi, Oscar Mondadori, HarperCollins Publishers and Blackstone Audio",8804507713,127,https://openlibrary.org/works/OL471610W,https://covers.openlibrary.org/b/id/12855259-M.jpg,Open Library API
1942,,,The Moon is Down,John Steinbeck,4.25,12.0,,,"War in fiction, Cities and towns in fiction, Literature, City and town life in fiction, Open Library Staff Picks, World War, 1939-1945 in fiction, Military occupation in fiction, Fiction, Drama, Military occupation",,1942,"tur, dut, jpn, dan, ara, urd, spa, nor, ita, per, por, ger, eng, swe, und, fre, chi","The Viking press,New York, English Theatre Guild, Sun Dial Press., Shanghai chen guang chu ban she fa xing, Mondadori",0141912553,87,https://openlibrary.org/works/OL23200W,https://covers.openlibrary.org/b/id/8239628-M.jpg,Open Library API
