source_year,rank,list_title,title,author,average_rating,ratings_count,reviews_count,description,genres,pages,published_date,language,publisher,isbn,edition_count,book_url,image_url,source
1918,,,The Tin Woodman of Oz,L. Frank Baum,3.375,8.0,,,"Giants, Juvenile fiction, Fiction, Oz (Imaginary place), Fantasy, Children's stories, Fantasy fiction, Children's fiction, Oz (imaginary place), fiction, Fiction, historical, general",,1918,eng,"Sweet Cherry Publishing, Dodo Press, Charles River Editors, Del Rey, Rand McNally",9798446820993,461,https://openlibrary.org/works/OL262381W,https://covers.openlibrary.org/b/id/755973-M.jpg,Open Library API
1918,,,The Return of the Soldier,Rebecca West,4.6666665,3.0,,,"World War, 1914-1918, Man-woman relationships, Literature, Classic Literature, Country homes, Amnesia, War neuroses, Soldiers, Fiction, World war, 1914-1918, fiction",,1918,"ita, spa, eng","Franklin Classics, Creative Media Partners, LLC, ISIS, Digireads.com, Penguin USA, Inc.",1551115123,95,https://openlibrary.org/works/OL27834207W,https://covers.openlibrary.org/b/id/13283182-M.jpg,Open Library API
1918,,,Oh Money Money,Eleanor Hodgman Porter,,,,,"Fiction, humorous, general, Fiction, general",,1918,eng,"tredition Verlag, Echo Library, Read Books, Amereon Ltd, 1st World Publishing, Incorporated",1718996713,143,https://openlibrary.org/works/OL2775770W,https://covers.openlibrary.org/b/id/1845153-M.jpg,Open Library API
1918,,,The next person you meet in Heaven,Mitch Albom,4.6,5.0,,,"Amusement rides, Heaven, Older men, Death, Future life, Amusement parks, Accident victims, Fiction, Large type books, Fiction, visionary & metaphysical",,1918,eng,"HarperCollins Canada, Limited, Sphere, Little, Brown Book Group Limited, HarperCollins, Harper",9782848688787,15,https://openlibrary.org/works/OL19749357W,https://covers.openlibrary.org/b/id/12560465-M.jpg,Open Library API
1918,,,The land that time forgot,Edgar Rice Burroughs,3.6,5.0,,,"Prehistoric peoples, Fiction, Dinosaurs, Lost continents, Classic Literature, Fiction, science fiction, general, American Science fiction",,1918,eng,"The Floating Press, Hard Press, Barnes & Noble, 1st World Library - Literary Society, Grosset & Dunlap",1428027432,30,https://openlibrary.org/works/OL1418232W,https://covers.openlibrary.org/b/id/605906-M.jpg,Open Library API
1918,,,Botchan,"夏目漱石, J. Cohn, J. Cohn, Dennis Washburn, Umeji Sasaki, Yasotaro Morri, Kaori Okura",3.0,1.0,,,"Fiction, Fiction, humorous, Japan, fiction, Near and far eastern fiction (fictional works by one author), Teachers, fiction, Fiction, humorous, general, Boys, Fiction, action & adventure, FICTION / General, Fiction, general",,1918,"fre, spa, eng, jpn","P. Owen, Hard Press, tredition Verlag, Gyōsei, Benseisha",4770007019,120,https://openlibrary.org/works/OL1174969W,https://covers.openlibrary.org/b/id/4788315-M.jpg,Open Library API
1918,,,Moon of Israel,H. Rider Haggard,1.0,1.0,,,"The Exodus, Fiction, Egypt, fiction, Fiction, christian, historical, Fiction, fantasy, general, Fiction, action & adventure, Fiction, religious, Fiction, romance, historical, ancient world, Fiction, romance, multicultural & interracial, Fiction, fantasy, action & adventure",,1918,"spa, urd, eng","1st World Library - Literary Society, Open Road Integrated Media, Inc., Franklin Classics Trade Press, Cosimo Classics, Publishers of the Valley",9781727106008,168,https://openlibrary.org/works/OL17524W,https://covers.openlibrary.org/b/id/2009299-M.jpg,Open Library API
1918,,,Love Eternal,H. Rider Haggard,,,,,"Great britain, fiction, Fiction, romance, general, Fiction, fantasy, general",,1918,eng,"Kessinger Publishing, The Perfect Library, Pixabay, Liese. Outside The Box, Andreas, Longmans, Green, and co.",1986057372,303,https://openlibrary.org/works/OL17493W,https://covers.openlibrary.org/b/id/5839489-M.jpg,Open Library API
1919,,,Demian,Hermann Hesse,4.2105265,57.0,,,"Teenage boys, Translations into English, Bildungsromans, Fiction, German fiction, Germany, Bildungsroman, Social conditions, Translations into Portuguese, Portuguese fiction",,1919,"dut, heb, epo, cat, ita, ukr, spa, kor, per, por, ger, eng, fre, chi","Bibliothek Suhrkamp, Peter Owen, Boni and Liveright, Perennial Classics, Cenit",6074536112,176,https://openlibrary.org/works/OL30457295W,https://covers.openlibrary.org/b/id/12569297-M.jpg,Open Library API
1919,,,The moon and sixpence,William Somerset Maugham,4.7777777,9.0,,,"British and irish fiction (fictional works by one author), Fiction, psychological, Tahiti, fiction, Artists, fiction, American fiction, Classic Literature, England in fiction, Fiction, Historical Fiction, Literature",,1919,"amh, eng, ita, por, pol, jpn, chi, rus, ger","Garden City Pub. Co., ISIS Large Print Books, Bookcassette, Independently Published, Barnes & Noble, Incorporated",1661393756,397,https://openlibrary.org/works/OL505740W,https://covers.openlibrary.org/b/id/314604-M.jpg,Open Library API
1919,,,The Haunted Bookshop,Christopher Morley,4.125,8.0,,,"Detective and mystery stories, Booksellers and bookselling, Fiction, Mystery and detective stories, Classic Literature, New york (n.y.), fiction, Fiction, mystery & detective, general, Booksellers and bookselling, fiction, Fiction, general, Bookstores",,1919,"spa, eng","Grossett & Dunlap, Classic Books Library, J. B. Lippincott Company, J.B. Lippincott Co., Grosset & Dunlap",9781974570010,69,https://openlibrary.org/works/OL619317W,https://covers.openlibrary.org/b/id/935927-M.jpg,Open Library API
1919,,,Jurgen,James Branch Cabell,3.8888888,9.0,,,"Classic Literature, Fantasy, Fiction, Middle Ages, Devil, Wives, Poictesme (imaginary place), fiction, Fiction, fantasy, historical, Fiction, fantasy, epic, Fiction, humorous, general",,1919,"eng, yid","Robert M. McBride & Co., Printed for the members of the Limited Editions Club, Grosset & Dunlap, West Margin Press, Echo Library",9798540606158,259,https://openlibrary.org/works/OL6585796W,https://covers.openlibrary.org/b/id/5553063-M.jpg,Open Library API
1919,,,The Moon Pool,A. Merritt,3.3333333,3.0,,,"Fiction, Botanists, Geographical myths, Paranormal fiction, Kidnapping, Fantasy, Imaginary places, Legends, Fiction, science fiction, general, Fiction, mystery & detective, general",,1919,"fre, eng","Nasionale Boekhandel, Collier Books, Simon & Schuster, Independently Published, FISCHER Taschenbuch",9798461321680,230,https://openlibrary.org/works/OL4104767W,https://covers.openlibrary.org/b/id/9317374-M.jpg,Open Library API
1919,,,Rainbow Valley,Lucy Maud Montgomery,4.0,4.0,,,"Orphans, Fiction, French-Canadian fiction, Polish language materials, Juvenile fiction, Adventure stories, Family life, Fiction, general, Brothers and sisters, fiction, Family life, fiction",,1919,"eng, fre, pol, dan, chi, enm","LibriVox, The Perfect Library, Feedbooks, Frederick A. Stokes Company, Ren Kitap",1534801782,671,https://openlibrary.org/works/OL77756W,https://covers.openlibrary.org/b/id/14641168-M.jpg,Open Library API
1919,,,The League of the Scarlet Pimpernel,Emma Orczy,3.6666667,12.0,,,"Classic Literature, Fiction, History, Sir Blakeney, Percy (Fictitious character), British, Fiction, action & adventure, Fiction, historical, France, history, revolution, 1789-1799, fiction, Blakeney, percy, sir (fictitious character), fiction, France, fiction",,1919,eng,"Amereon Ltd, Kessinger Publishing, West Margin Press, Buccaneer Books, Book Jungle",9798794557428,210,https://openlibrary.org/works/OL286350W,https://covers.openlibrary.org/b/id/2783870-M.jpg,Open Library API
1919,,,Night and Day,Virginia Woolf,3.3333333,3.0,,,"Biographers, Literature, Fiction, Triangles (Interpersonal relations), Classic Literature, Family relationships, English Romance fiction, British and Irish fiction (fictional works by one author), Young women, fiction, Mothers and daughters, fiction",,1919,"heb, ita, spa, fre, por, ger, eng, swe, rus","Zemorah, Bitan, Portmay Press, Granada, tredition Verlag, Fischer Taschenbuch Verlag",9798729637188,215,https://openlibrary.org/works/OL39571W,https://covers.openlibrary.org/b/id/1471349-M.jpg,Open Library API
1919,,,The Middle Temple Murder,Joseph Smith Fletcher,3.0,1.0,,,"London (england), fiction, Journalists, fiction, Crime, fiction, Fiction, mystery & detective, general, Fiction, Middle Temple (London, England)",,1919,"fre, eng","Lythway Press, Liese. Outside The Box, Andreas, Nautical & Aviation Publishing Company of Ame, Wildside Press, The Perfect Library",1795329262,204,https://openlibrary.org/works/OL1797756W,https://covers.openlibrary.org/b/id/5842420-M.jpg,Open Library API
1919,,,The Sheik,E. M. Hull,4.3333335,3.0,,,"collectionID:Gbodice_ripper, collectionID:Sleazy_pulp, British, Classic Literature, Fiction, Kidnapping, Romance, Historical romance, Fiction, romance, general, Egypt, fiction",,1919,eng,"BiblioBazaar, eBooksLib, Hard Press, Classic Books, Duckworth",0850462665,25,https://openlibrary.org/works/OL6101936W,https://covers.openlibrary.org/b/id/8260383-M.jpg,Open Library API
1920,,,The Great Gatsby,F. Scott Fitzgerald,3.965812,234.0,,,"Married people, fiction, American fiction (fictional works by one author), Fiction, psychological, Long island (n.y.), fiction, Fiction, Rich people, Mistresses, Married women, Traffic accidents, First loves",,1920,"dut, heb, rum, jpn, ita, spa, swe, pol, kor, ind, por, ger, eng, dan, fre, chi","Marti Yayinlari, Zeplin Kitap, Kiddy Monster Publications, Scribner UK, Círculo de Lectores, S.A.",201203456X,1179,https://openlibrary.org/works/OL468431W,https://covers.openlibrary.org/b/id/10590366-M.jpg,Open Library API
1920,,,The Mysterious Affair at Styles,Agatha Christie,4.034483,87.0,,,"Fiction, Mystery, Crime Fiction, Mystery Thriller, Thriller, Adult, Classic Literature, British Literature, Hercule Poirot (Fictitious Character), Tommy Beresford (Fictitious Character)",,1920,"heb, ara, ita, spa, por, ger, eng, lav, rus, fre, chi","The Classic Collection, Project Gutenberg, Intell World Publishers, Audiofy/Audio Partners, Mud Puddle, Incorporated",1546638695,1091,https://openlibrary.org/works/OL472715W,https://covers.openlibrary.org/b/id/13699667-M.jpg,Open Library API
1920,,,The Tale of Peter Rabbit,Beatrix Potter,3.9791667,48.0,,,"Rabbits, fiction, Children's fiction, Senses and sensation, fiction, Adventure and adventurers, fiction, Pictorial works, Juvenile fiction, Rabbits, Children's stories, English, Peter rabbit (fictitious character), fiction, Toy and movable books",,1920,"fre, spa, eng, jpn","Frederick Warne., Weston Woods, Simon & Schuster Books For Young Readers, Fukuinkan Shoten, Scholastic Inc.",9780590411011,102,https://openlibrary.org/works/OL26460746W,https://covers.openlibrary.org/b/id/2557658-M.jpg,Open Library API
1920,,,The Beautiful and Damned,F. Scott Fitzgerald,4.090909,11.0,,,"Fiction, Inheritance and succession, fiction, Married people, fiction, Family life, fiction, Socialites, fiction, Young men, fiction, Alcoholics, fiction, Facsimiles, History, Rich people",,1920,"ger, eng, spa, ita, chi","Alianza Editorial Sa, Bantam Classics, Cosimo, Inc., Sound Room Publishers, Incorporated, IndyPublish",9798709345577,495,https://openlibrary.org/works/OL468362W,https://covers.openlibrary.org/b/id/7152019-M.jpg,Open Library API
1920,,,The Age of Innocence,Edith Wharton,3.5416667,48.0,,,"Fiction, Triangles (Interpersonal relations), Upper class, Married people, Separated people, Social life and customs, Marriage, Separated women, Upper classes, Social norms",,1920,"fre, chi, eng, spa, rus, ita","Grosset and Dunlap, Everyman's Library/A.A. Knopf, Race Point Publishing, Blackstone Pub, Houghton Mifflin",9798896130116,301,https://openlibrary.org/works/OL98491W,https://covers.openlibrary.org/b/id/11196262-M.jpg,Open Library API
1920,,,This Side of Paradise,F. Scott Fitzgerald,3.9411764,17.0,,,"Fiction, Romance, Historical"", Young men, fiction, World War, 1914-1918, Advertising, Veterans, College students, Children of the rich, Facsimiles",,1920,"por, spa, eng","Digireads, Brand: Bantam Classics, Penguin in association with Bodley Head, ICON Reference, Legend Press",1718130120,495,https://openlibrary.org/works/OL468488W,https://covers.openlibrary.org/b/id/8243609-M.jpg,Open Library API
1920,,,Rilla of Ingleside,Lucy Maud Montgomery,4.75,8.0,,,"Children and war, Juvenile fiction, Family life, World War, 1914-1918, Orphans, Fiction, historical, Fiction, historical, general, Chang pian xiao shuo, Children's fiction, Women, fiction",,1920,"eng, fre, pol, spa, chi","The Perfect Library, Book Jungle, Blurb, Incorporated, Rock's Mills Press, Project Gutenberg",9781505363623,637,https://openlibrary.org/works/OL77757W,https://covers.openlibrary.org/b/id/14638068-M.jpg,Open Library API
1920,,,Emily climbs,Lucy Maud Montgomery,3.0,4.0,,,"Juvenile fiction, Fiction in English, Family, Authorship, Orphans, Fiction, Aunts, Emily Byrd Starr (Fictitious character), Children's fiction, Friendship, fiction",,1920,"chi, spa, fre, eng","Bantam Books, Start Publishing LLC, Frederick A. Stokes Company, Tandem Library, Angus & Robertson",9798471913035,316,https://openlibrary.org/works/OL77777W,https://covers.openlibrary.org/b/id/14638110-M.jpg,Open Library API
1920,,,The Story of Doctor Dolittle,Hugh Lofting,3.4285715,7.0,,,"Animals, Classic Literature, Children's stories, Fiction, Juvenile fiction, Fantasy, Fantasy fiction, Juvenile works, Children's fiction, Animals, fiction",,1920,"pol, chi, eng, jpn, ger, spa","Neeland Media LLC, The Gunston Trust, West Margin Press, McClelland and Stewart, Independently Published",1707790361,224,https://openlibrary.org/works/OL1449046W,https://covers.openlibrary.org/b/id/5262289-M.jpg,Open Library API
1920,,,Madeleine,Ludwig Bemelmans,4.2765956,47.0,,,"Juvenile fiction, Sick, appendicitis, boarding schools, hospitals, surgery, Children's stories, Toy and movable books, Fiction, Stories in rhyme",,1920,"heb, jpn, spa, kor, ger, eng, fre, chi","Fukuinkan Shoten, Live Oak Media, Yuan liu chu ban gong si, L'école des loisirs, Scholastic",1561558028,74,https://openlibrary.org/works/OL1980945W,https://covers.openlibrary.org/b/id/973928-M.jpg,Open Library API
1921,,,Crome yellow,Aldous Huxley,3.6666667,6.0,,,"Fiction, Intellectuals, Country homes, British and irish fiction (fictional works by one author), England, fiction, Fiction, humorous, general, Literature, English Poets, Fiction, classics, Fiction, satire",,1921,"eng, spa, fre, rus","Penguin books in association with Chatto and Windus, Barnes & Noble Books, Cosimo, Inc., Chatto and Windus, West Margin Press",0882336614,299,https://openlibrary.org/works/OL64369W,https://covers.openlibrary.org/b/id/5920672-M.jpg,Open Library API
1921,,,Barbie Horse Trouble Barbie Look Look,Golden Books,3.5333333,15.0,,,"Horses, Juvenile fiction, Children: Kindergarten, Children: Grades 1-2, Animals, English poetry, Juvenile poetry, Nonsense verses, Children's poetry, English, Poetry",,1921,eng,"Golden books, Golden Books, Golden Books Publishing Company, Random House Books for Young Readers, Tandem Library",0307287009,48,https://openlibrary.org/works/OL8043761W,https://covers.openlibrary.org/b/id/2359079-M.jpg,Open Library API
1921,,,The Black Moth,Georgette Heyer,3.7142856,7.0,,,"1920s, Fiction, Romance, Historical, Regency, Aristocracy (Social class), fiction, History, Man-woman relationships, fiction, Nobility, fiction, Social life and customs, Large type books, Literature and fiction, romance, English literature",,1921,"rus, eng, ger","Bantam Books, Start Publishing LLC, HQN Books, Lits, Liese. Outside The Box, Andreas",1511451726,90,https://openlibrary.org/works/OL4092663W,https://covers.openlibrary.org/b/id/6888895-M.jpg,Open Library API
1921,,,The daffodil murder,Edgar Wallace,3.1,10.0,,,"Fiction, Mystery, Fiction, mystery & detective, general, England, fiction, Young women, fiction",,1921,"fre, eng, ger","Independently Published, Pinnacle Press, BiblioBazaar, NéO, Ward Lock",9798414818410,137,https://openlibrary.org/works/OL1517945W,https://covers.openlibrary.org/b/id/2895230-M.jpg,Open Library API
1921,,,The Diary of a Nobody,"George Grossmith, Weedon Grossmith",5.0,2.0,,,"England, fiction, Fiction, humorous, Fiction, general, Suburban life, Fiction, History, Fiction, humorous, general, English literature",,1921,eng,"HardPress, BBC Worldwide, Independently Published, Chivers Audio Books, Little, Brown Book Group Limited",1973762889,151,https://openlibrary.org/works/OL20259087W,https://covers.openlibrary.org/b/id/8915986-M.jpg,Open Library API
1921,,,Tarzan the Terrible (#8),Edgar Rice Burroughs,3.6666667,3.0,,,"Tarzan (Fictitious character), Fiction, Classic Literature, Fiction, action & adventure, Fiction, thrillers, general, Large type books, Africa, fiction, Tarzan (fictitious character), fiction, Tarzan (Fictitious character) -- Fiction, Fantasy fiction",,1921,eng,"Cosimo, Inc., Standard Publications, Inc., Grosset & Dunlap, Echo Library, IndyPublish",1704643252,158,https://openlibrary.org/works/OL1418108W,https://covers.openlibrary.org/b/id/875818-M.jpg,Open Library API
1921,,,Vera,Elizabeth von Arnim,3.8,5.0,,,"General, Fiction, general, Grief, Fiction, Marital violence, Fiction, psychological",,1921,"ger, fre, eng","Hesperus Press, VIRAGO PRESS LTD, Penguin Random House, Insel Verlag, Doubleday, Page",9780671883911,55,https://openlibrary.org/works/OL7972468W,https://covers.openlibrary.org/b/id/3203838-M.jpg,Open Library API
1921,,,Alice Adams,Booth Tarkington,,,,,"Fiction, Middle class families, Social classes, Young women, Classic Literature, Pulitzer Prize Winner, award:pulitzer_prize=1922, award:pulitzer_prize=fiction, Large type books, Indiana, fiction",,1921,eng,"Amereon Ltd, Publishers of the Valley, Aegypan, Published by Doubleday, Page for P. F. Collier, Independently Published",9798421334392,174,https://openlibrary.org/works/OL54898W,https://covers.openlibrary.org/b/id/148969-M.jpg,Open Library API
1921,,,The Royal Book of Oz,Ruth Plumly Thompson,,,,,"Fantasy, Fiction, Scarecrows, Children's fiction, Oz (imaginary place), fiction, Fantasy fiction, Adventure and adventurers, fiction, Fiction, fantasy, general, Oz (Imaginary place), Juvenile fiction",,1921,"eng, fre","Clover Press, The Reilly & Lee co., Start Publishing LLC, Del Rey, Books of Wonder",9798741883235,270,https://openlibrary.org/works/OL1156218W,https://covers.openlibrary.org/b/id/709865-M.jpg,Open Library API
1921,,,The Mysterious Rider,Zane Grey,4.0,1.0,,,"Large type books, Ranchers, Fiction, Gunfights, Orphans, Frontier and pioneer life, Social life and customs, Manners and customs, Fiction, westerns, Westerns",,1921,eng,"The Musson Book Company, Ltd., Dover Publications, Incorporated, Pocket, The Perfect Library, Cloud Cover Classics",9781539455462,415,https://openlibrary.org/works/OL485697W,https://covers.openlibrary.org/b/id/2011171-M.jpg,Open Library API
1922,,,The Secret Adversary,Agatha Christie,3.7878788,33.0,,,"Classic Literature, English language, Fiction, Married people, Murder, Mystery, Private investigators, Problems, exercises, Report writing, Rhetoric",,1922,"ger, eng, pol, spa, und, ita, por, dut, chi, fre","Edito-Service, Barnes & Noble Press, Dover Publications, Incorporated, Espasa, A. Mondadori",2702400728,800,https://openlibrary.org/works/OL471789W,https://covers.openlibrary.org/b/id/14590159-M.jpg,Open Library API
1922,,,Siddhartha,Hermann Hesse,4.114754,61.0,,,"Alegorías, Buddha (The concept), Buddha and Buddhism, Buddhism, Buddhist Philosophy, Budismo, Chrestomathies and readers, Classic Literature, Enlightenment (Buddhism), Ficción",,1922,"fre, eng, chi, spa, vie, ger, rus, guj, san, ita","Owen Limited, Peter, Blackstone Pub, Sounds True, Arcturus, Lightyear Press",9781613820834,206,https://openlibrary.org/works/OL872932W,https://covers.openlibrary.org/b/id/6562535-M.jpg,Open Library API
1922,,,Novels (Adventures of Huckleberry Finn / Adventures of Tom Sawyer),Mark Twain,4.4814816,54.0,,,"Juvenile works, juvenile audience, literature, child witnesses, young men, Male friendship, Runaway children, voyages and travels, juvenile literature, rafting",,1922,"chi, rus, eng, ger, lit","J. M. Dent & Sons, New American Library, Signet Classics, Signet, Reader's Digest Ass'n.",9780679405849,68,https://openlibrary.org/works/OL16025215W,https://covers.openlibrary.org/b/id/12374727-M.jpg,Open Library API
1922,,,Just So Stories,Rudyard Kipling,3.5714285,7.0,,,"Animals, Children's stories, English, Short stories, Fiction, Fiction in English, British and irish fiction (fictional works by one author), Fiction, short stories (single author), Children's fiction, Animals, fiction, Juvenile fiction",,1922,"eng, spa","MiraVista Press, Start Publishing LLC, Digireads.com Publishing, Karbon Kitaplar, HarperChildrensAudio",9798754719408,245,https://openlibrary.org/works/OL19899W,https://covers.openlibrary.org/b/id/36215-M.jpg,Open Library API
1922,,,The Red House Mystery,A. A. Milne,4.4666667,15.0,,,"Mystery and detective stories, Fiction, Detective and mystery stories, England, fiction, Fiction, mystery & detective, general, Large type books, Parodies, imitations, Mansions, Murder, Investigation",,1922,"rus, hun, spa, eng","Hard Press, Siruela, Methuen, E.P. Dutton & co., inc., Astrelʹ",9780753184301,71,https://openlibrary.org/works/OL476846W,https://covers.openlibrary.org/b/id/6299936-M.jpg,Open Library API
1922,,,Jacob's Room,Virginia Woolf,4.1666665,6.0,,,"Fiction, Young men, World War, 1914-1918, Classic Literature, World War (1914-1918) fast (OCoLC)fst01180746, English fiction, British and irish fiction (fictional works by one author), England, fiction, Fiction, psychological, World war, 1914-1918, fiction",,1922,"ger, eng, spa, und, swe, ita, por, dut, fre","Bantam Classics, Ediciones G. P., IndyPublish, Harcourt, Brace, Wildside Press, LLC",9798745653032,309,https://openlibrary.org/works/OL39329W,https://covers.openlibrary.org/b/id/2894970-M.jpg,Open Library API
1922,,,The Enchanted April,Elizabeth von Arnim,3.625,8.0,,,"British in fiction, Open Library Staff Picks, Female friendship, British, Fiction, Italy in fiction, Female friendship in fiction, Fiction, general, Italy, fiction, Man-woman relationships, fiction",,1922,"fre, eng, ger, ita","Alfaguara, ReadaClassic.com, Penguin Books, Limited, Audio Book Contractors, LLC, Readhowyouwant",9798647730916,209,https://openlibrary.org/works/OL8202750W,https://covers.openlibrary.org/b/id/872835-M.jpg,Open Library API
1922,,,The Man Who Knew Too Much,Gilbert Keith Chesterton,3.9411764,17.0,,,"Fiction, English Detective and mystery stories, Aristocracy (Social class), Fiction, mystery & detective, general, Large type books, LITERARY CRITICISM / European / English, Irish, Scottish, Welsh, Great britain, fiction, Fiction, mystery & detective, collections & anthologies, Religion, Fiction, general",,1922,"eng, spa, chi, fre","Independently published, Lulu.com, Darwen Finlayson, General Books LLC, House of Stratus",9781679521836,644,https://openlibrary.org/works/OL76468W,https://covers.openlibrary.org/b/id/12897858-M.jpg,Open Library API
1922,,,The Masque of the Red Death,Edgar Allan Poe,4.105263,19.0,,,"gothic fiction, horror, short story, plagues, abbeys, nobility, Hematidrosis, masquerade balls, shrouds, daggers",,1922,"eng, fre, spa, ukr","NetLibrary, Lulu.com, Perfection Learning, ""Dobra kkniz͡hka"", Independently Published",9780241573754,85,https://openlibrary.org/works/OL41050W,https://covers.openlibrary.org/b/id/11860130-M.jpg,Open Library API
1922,,,The Chessmen of Mars,Edgar Rice Burroughs,4.285714,7.0,,,"Classic Literature, Fiction, Historical Fiction, Science fiction, Barsoom, Fiction, science fiction, action & adventure, Barsoom (imaginary place), fiction, Carter, john (fictitious character), fiction, American Science fiction, Extraterrestrial beings",,1922,"und, eng","A.C. McClurg & Co., Creative Media Partners, LLC, Methuen, Open Road Integrated Media, Inc., Independently Published",9798429816852,313,https://openlibrary.org/works/OL1418244W,https://covers.openlibrary.org/b/id/1930755-M.jpg,Open Library API
1923,,,Murder on the Links,Agatha Christie,3.5,22.0,,,"Fiction, Hercule Poirot (Fictitious character), Private investigators, Murder, Investigation, English Detective and mystery stories, Mystery, Golf courses, English literature, Identity",,1923,"ger, eng, pol, spa, ita, por, chi, fre","Cosimo, Inc., Blurb, Goldmann Verlag, Dover Publications, Incorporated, Hodder and Stoughton",9781774760994,272,https://openlibrary.org/works/OL472073W,https://covers.openlibrary.org/b/id/14582832-M.jpg,Open Library API
1923,,,Whose Body?,Dorothy L. Sayers,4.25,28.0,,,"Mystery, Detectives, Lord Wimsey, Peter (Fictitious character), Translations into Russian, English Detective and mystery stories, Private investigators, Fiction, Police, Classic Literature, Private investigators, fiction",,1923,"eng, rus, ger, fre","Rowohlt TB-V. Rnb., AudioGO, The Audio Partners, West Margin Press, Amfora",9780816167227,319,https://openlibrary.org/works/OL2234917W,https://covers.openlibrary.org/b/id/8311819-M.jpg,Open Library API
1923,,,Emily of New Moon,Lucy Maud Montgomery,3.6666667,9.0,,,"Juvenile fiction, Child authors, Orphans, Fiction, Children's fiction, Starr, emily byrd (fictitious character), fiction, Canada, fiction, Orphans, fiction",,1923,"ger, eng, nor, spa, chi, dan, fre","Little, Brown Book Group Limited, Ke zhu shu fang, West Margin Press, Seal Books, Blurb",6257310504,445,https://openlibrary.org/works/OL77781W,https://covers.openlibrary.org/b/id/14638065-M.jpg,Open Library API
1923,,,Midwinter,John Buchan,3.3333333,27.0,,,"Fiction, historical, general, England, fiction, Jacobite rebellion, 1745-1746, fiction, Fiction, action & adventure, Historical fiction, Jacobite Rebellion, 1745-1746, Fiction, Fiction, classics, Fiction, thrillers, historical",,1923,"gle, eng","hodder and stoughton, Houghton Mifflin Co., T. Nelson, Oifigh Díolta Foillseacháin Rialtais, Reprint Services Corp.",1679063251,184,https://openlibrary.org/works/OL76588W,https://covers.openlibrary.org/b/id/880230-M.jpg,Open Library API
1923,,,Powder and Patch,Georgette Heyer,3.8333333,6.0,,,"Fiction, Romance, Historical, Regency, Mate selection, fiction, Great Britain, England, Literature, Women authors, Fiction, general, Fiction, romance, action & adventure, Fiction, romance, historical, general, First loves -- Fiction",,1923,eng,"Independently published, Mandarin, e.p. dutton & co., inc., Bantam, Goffin Media",9781402228087,58,https://openlibrary.org/works/OL4092668W,https://covers.openlibrary.org/b/id/8263370-M.jpg,Open Library API
1923,,,The Angel of Terror,Edgar Wallace,3.1,10.0,,,"Fiction, Mystery, Suspense, Fiction, mystery & detective, general, Crime, fiction",,1923,"eng, ger","Independently Published, Createspace Independent Publishing Platform, Aberdeen Press, IndyPublish, Lythway Press",1540895602,254,https://openlibrary.org/works/OL1518053W,https://covers.openlibrary.org/b/id/1814681-M.jpg,Open Library API
1923,,,Henry and Ribsy,Beverly Cleary,3.7,10.0,,,"Parents, Pets, Dogs, Chinook salmon, Fiction, Juvenile audience, boys, juvenile fiction, animals, humorous stories",,1923,"eng, swe, dut","Recrorded Books LLC, Demco Media, Penguin Books, Limited, William Morrow and Company, Inc., Fontana",9780062652379,45,https://openlibrary.org/works/OL151966W,https://covers.openlibrary.org/b/id/9400466-M.jpg,Open Library API
1923,,,Henry and Beezus,Beverly Cleary,4.0,3.0,,,"juvenile audience, dogs, cycling, Money-making projects for children, friendship, Accelerated readers, Humorous stories, Juvenile Fiction, Juvenile works, Bicycles and bicycling",,1923,"dan, eng, fin, swe","Avon Books, Tandem Library, Hamish Hamilton Childrens Books, William Morrow & Company, Perfection Learning Prebound",0061685011,49,https://openlibrary.org/works/OL151922W,https://covers.openlibrary.org/b/id/15088092-M.jpg,Open Library API
1923,,,A Lost Lady,Willa Cather,4.6666665,3.0,,,"Fiction, Frontier and pioneer life, Married women, Fiction in English, American fiction (fictional works by one author), Nebraska, fiction, Large type books, Railroad stories, Railroads, Employees",,1923,"spa, eng","Grosset & Dunlap, A.A. Knopf, Virago Press, Limited, Dover Publications, Incorporated, Knopf",1077464460,356,https://openlibrary.org/works/OL12789W,https://covers.openlibrary.org/b/id/1513199-M.jpg,Open Library API
1923,,,Cane,Jean Toomer,3.0,2.0,,,"African Americans, African Americans in literature, American fiction, Fiction, Literary collections, Fiction, short stories (single author), African americans, fiction, Southern states, fiction, Criticism and interpretation, Social life and customs",,1923,"eng, und, fre","Penguin Classics, Nouveaux Horizons, Start Publishing LLC, W.W. Norton & Co., Norton",9781952438516,61,https://openlibrary.org/works/OL49843W,https://covers.openlibrary.org/b/id/252278-M.jpg,Open Library API
1924,,,The Man in the Brown Suit,Agatha Christie,4.1578946,19.0,,,"Fiction, Mystery, English literature, Fiction, mystery & detective, general, French fiction, English Detective and mystery stories, London (england), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, international crime & mystery, Fiction, mystery & detective, amateur sleuth",,1924,"gre, ger, heb, eng, pol, spa, ita, por, dut, chi, fre","Cosimo, Inc., Sound Room Publishers, Incorporated, Dover Publications, Incorporated, HarperCollins Publishers, HarperCollins UK",9781684224487,201,https://openlibrary.org/works/OL472549W,https://covers.openlibrary.org/b/id/11153508-M.jpg,Open Library API
