source_year,title,author,average_rating,ratings_count,reviews_count,description,genres,pages,publisher,book_url,image_url,source,genres_list,genres_list_clean,genre_fantasy,genre_science_fiction,genre_romance,genre_juvenile_fiction,genre_mystery,genre_classics,genre_historical,genre_young_adult,genre_contemporary,genre_childrens_fiction,genre_historical_fiction,genre_classic_literature,genre_thriller,genre_mystery_and_detective,genre_history,genre_large_type_books,genre_horror,genre_nonfiction,genre_fiction_in_english,genre_magic,cluster,cluster_label,pca_1,pca_2
1901,The four feathers,A. E. W. Mason,3.0,2,0,"The four feathers A. E. W. Mason Cowardice, Male friendship, Open Library Staff Picks, British, Fiction, Soldiers, Classic Literature, Fiction, mystery & detective, general, Fiction, political, Fiction, war & military Grosset & Dunlap, West Margin Press, Carroll & Graf Publishers, IndyPublish, Hart Publishing Co.","Cowardice, Male friendship, Open Library Staff Picks, British, Fiction, Soldiers, Classic Literature, Fiction, mystery & detective, general, Fiction, political, Fiction, war & military",375,"Grosset & Dunlap, West Margin Press, Carroll & Graf Publishers, IndyPublish, Hart Publishing Co.",https://openlibrary.org/works/OL532451W,https://covers.openlibrary.org/b/id/109751-M.jpg,Open Library API,"['cowardice', 'male friendship', 'open library staff picks', 'british', 'fiction', 'soldiers', 'classic literature', 'fiction', 'mystery & detective', 'general', 'fiction', 'political', 'fiction', 'war & military']","['cowardice', 'male friendship', 'open library staff picks', 'british', 'soldiers', 'classic literature', 'mystery & detective', 'political', 'war & military']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,General Fiction,-2.823579324636534,0.819358809565478
1901,Tahreer ka sehar,H. Rider Haggard,4.0,1,0,"Tahreer ka sehar H. Rider Haggard Fiction, History, Fiction, historical, general, Jerusalem, fiction, Fiction, general Amereon Ltd, Collection Books, Franklin Classics Trade Press, Kensington Pub Corp (Mm), Longmans, Green, and Co.","Fiction, History, Fiction, historical, general, Jerusalem, fiction, Fiction, general",375,"Amereon Ltd, Collection Books, Franklin Classics Trade Press, Kensington Pub Corp (Mm), Longmans, Green, and Co.",https://openlibrary.org/works/OL17454W,https://covers.openlibrary.org/b/id/954728-M.jpg,Open Library API,"['fiction', 'history', 'fiction', 'historical', 'general', 'jerusalem', 'fiction', 'fiction', 'general']","['history', 'historical', 'jerusalem']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,History & Classics,-1.6172195520630213,0.17813171495321384
1901,The Fixer,Bernard Malamud,5.0,1,0,"The Fixer Bernard Malamud Fiction, Trials (Murder), Jews, Antisemitism, False testimony, National Book Award Winner, award:national_book_award=1967, award:national_book_award=fiction, CHR 1966, Literature Dell Publishing, Chatto & Windus, Penguin Classics, Mladinska Knjiga, Washington Square Press","Fiction, Trials (Murder), Jews, Antisemitism, False testimony, National Book Award Winner, award:national_book_award=1967, award:national_book_award=fiction, CHR 1966, Literature",375,"Dell Publishing, Chatto & Windus, Penguin Classics, Mladinska Knjiga, Washington Square Press",https://openlibrary.org/works/OL1937854W,https://covers.openlibrary.org/b/id/225215-M.jpg,Open Library API,"['fiction', 'trials (murder)', 'jews', 'antisemitism', 'false testimony', 'national book award winner', 'award:national_book_award=1967', 'award:national_book_award=fiction', 'chr 1966', 'literature']","['trials (murder)', 'jews', 'antisemitism', 'false testimony', 'national book award winner', 'award:national_book_award=1967', 'award:national_book_award=fiction', 'chr 1966', 'literature']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,General Fiction,-1.1245557755226123,-0.08927344909601548
1901,The Purple Cloud,"M. P. Shiel, J. J. Cameron, Brian Stableford",3.0,2,0,"The Purple Cloud M. P. Shiel, J. J. Cameron, Brian Stableford Classic Literature, End of the world, Fiction, Natural disasters, Science Fiction, Fiction, science fiction, general, Fiction, action & adventure, Arctic regions, fiction, Fiction in English, Fiction, horror Start Publishing LLC, Aberdeen Press, Borgo Press, Warner, Penguin Books, Limited","Classic Literature, End of the world, Fiction, Natural disasters, Science Fiction, Fiction, science fiction, general, Fiction, action & adventure, Arctic regions, fiction, Fiction in English, Fiction, horror",375,"Start Publishing LLC, Aberdeen Press, Borgo Press, Warner, Penguin Books, Limited",https://openlibrary.org/works/OL6414317W,https://covers.openlibrary.org/b/id/574739-M.jpg,Open Library API,"['classic literature', 'end of the world', 'fiction', 'natural disasters', 'science fiction', 'fiction', 'science fiction', 'general', 'fiction', 'action & adventure', 'arctic regions', 'fiction', 'fiction in english', 'fiction', 'horror']","['classic literature', 'end of the world', 'natural disasters', 'science fiction', 'science fiction', 'action & adventure', 'arctic regions', 'fiction in english', 'horror']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,General Fiction,-2.598666175474508,1.3355485824865791
1901,The Wouldbegoods,Edith Nesbit,3.0,1,0,"The Wouldbegoods Edith Nesbit Classic Literature, Fiction, Juvenile Literature, Children's fiction, Adventure and adventurers, fiction, Country life, Juvenile fiction, Children's stories, Er tong wen xue, Chang pian xiao shuo Start Publishing LLC, Liese. Outside The Box, Andreas, Harper & Brothers Publishers, Tandem Library, Book Jungle","Classic Literature, Fiction, Juvenile Literature, Children's fiction, Adventure and adventurers, fiction, Country life, Juvenile fiction, Children's stories, Er tong wen xue, Chang pian xiao shuo",375,"Start Publishing LLC, Liese. Outside The Box, Andreas, Harper & Brothers Publishers, Tandem Library, Book Jungle",https://openlibrary.org/works/OL99543W,https://covers.openlibrary.org/b/id/8243273-M.jpg,Open Library API,"['classic literature', 'fiction', 'juvenile literature', ""children's fiction"", 'adventure and adventurers', 'fiction', 'country life', 'juvenile fiction', ""children's stories"", 'er tong wen xue', 'chang pian xiao shuo']","['classic literature', 'juvenile literature', ""children's fiction"", 'adventure and adventurers', 'country life', 'juvenile fiction', ""children's stories"", 'er tong wen xue', 'chang pian xiao shuo']",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,Children’s & Fantasy,-3.529578878688017,-2.3198587877776937
1901,The Prestige,Christopher Priest,3.625,8,0,"The Prestige Christopher Priest Magicians, Journalists, Fiction, Fiction, general, England, fiction, Journalists, fiction, Fiction, horror, Music-halls, History, Music halls Orion Books, Gollancz, Orion Publishing Group, Limited, St. Martin's Press, Tor Books","Magicians, Journalists, Fiction, Fiction, general, England, fiction, Journalists, fiction, Fiction, horror, Music-halls, History, Music halls",375,"Orion Books, Gollancz, Orion Publishing Group, Limited, St. Martin's Press, Tor Books",https://openlibrary.org/works/OL166497W,https://covers.openlibrary.org/b/id/3850762-M.jpg,Open Library API,"['magicians', 'journalists', 'fiction', 'fiction', 'general', 'england', 'fiction', 'journalists', 'fiction', 'fiction', 'horror', 'music-halls', 'history', 'music halls']","['magicians', 'journalists', 'england', 'journalists', 'horror', 'music-halls', 'history', 'music halls']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,General Fiction,-1.7502354883655447,1.199053629116387
1901,The Bad Place,Dean Koontz,3.857143,14,0,"The Bad Place Dean Koontz Private investigators, Murder, Amnesia, Psychokinesis, Fugue (Psychology), Fiction, Fiction, horror, Brothers and sisters, fiction, Crime, fiction, Brothers and sisters BCA, Thorndike-Magna, Brilliance Corp., HEADLINE (HODD), Vergara Editor S.A.","Private investigators, Murder, Amnesia, Psychokinesis, Fugue (Psychology), Fiction, Fiction, horror, Brothers and sisters, fiction, Crime, fiction, Brothers and sisters",375,"BCA, Thorndike-Magna, Brilliance Corp., HEADLINE (HODD), Vergara Editor S.A.",https://openlibrary.org/works/OL263256W,https://covers.openlibrary.org/b/id/6380577-M.jpg,Open Library API,"['private investigators', 'murder', 'amnesia', 'psychokinesis', 'fugue (psychology)', 'fiction', 'fiction', 'horror', 'brothers and sisters', 'fiction', 'crime', 'fiction', 'brothers and sisters']","['private investigators', 'murder', 'amnesia', 'psychokinesis', 'fugue (psychology)', 'horror', 'brothers and sisters', 'crime', 'brothers and sisters']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,General Fiction,-1.3721887348483872,1.1240448152009723
1901,The Violet Fairy Book (Large Print),Andrew Lang,4.0,8,0,"The Violet Fairy Book (Large Print) Andrew Lang Fairy tales, Children's fiction, Fiction, fantasy, general West Margin Press, Echo Library, Blurb, DAVID MCKAY COMPANY, INC., New West Press","Fairy tales, Children's fiction, Fiction, fantasy, general",375,"West Margin Press, Echo Library, Blurb, DAVID MCKAY COMPANY, INC., New West Press",https://openlibrary.org/works/OL1088883W,https://covers.openlibrary.org/b/id/12014563-M.jpg,Open Library API,"['fairy tales', ""children's fiction"", 'fiction', 'fantasy', 'general']","['fairy tales', ""children's fiction"", 'fantasy']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Children’s & Fantasy,-1.5773366605456356,-1.8169099358819276
1901,Kim,Rudyard Kipling,3.7222223,18,0,"Kim Rudyard Kipling Fiction, Irish, Lamas, Irish in fiction, Orphans, Boys in fiction, Boys, Lamas in fiction, Orphans in fiction, India in fiction North Books, Cover to Cover Cassettes Ltd, Xist Publishing, Penguin Books, Limited, Alex Catalogue","Fiction, Irish, Lamas, Irish in fiction, Orphans, Boys in fiction, Boys, Lamas in fiction, Orphans in fiction, India in fiction",375,"North Books, Cover to Cover Cassettes Ltd, Xist Publishing, Penguin Books, Limited, Alex Catalogue",https://openlibrary.org/works/OL19908W,https://covers.openlibrary.org/b/id/1053011-M.jpg,Open Library API,"['fiction', 'irish', 'lamas', 'irish in fiction', 'orphans', 'boys in fiction', 'boys', 'lamas in fiction', 'orphans in fiction', 'india in fiction']","['irish', 'lamas', 'irish in fiction', 'orphans', 'boys in fiction', 'boys', 'lamas in fiction', 'orphans in fiction', 'india in fiction']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,General Fiction,-1.552640425542919,0.04121182026364416
1901,Number the Stars,Lois Lowry,4.173077,104,0,"Number the Stars Lois Lowry Fiction, Friendship, Rescue, World War, 1939-1945, Jews, Juvenile fiction, Girls & Women, Newbery Medal, Holocaust, World War (1939-1945) fast (OCoLC)fst01180924 Planetalector, Educational Impressions, Klett Sprachen GmbH, Dell Pub., Espasa Calpe","Fiction, Friendship, Rescue, World War, 1939-1945, Jews, Juvenile fiction, Girls & Women, Newbery Medal, Holocaust, World War (1939-1945) fast (OCoLC)fst01180924",375,"Planetalector, Educational Impressions, Klett Sprachen GmbH, Dell Pub., Espasa Calpe",https://openlibrary.org/works/OL1846074W,https://covers.openlibrary.org/b/id/13249599-M.jpg,Open Library API,"['fiction', 'friendship', 'rescue', 'world war', '1939-1945', 'jews', 'juvenile fiction', 'girls & women', 'newbery medal', 'holocaust', 'world war (1939-1945) fast (ocolc)fst01180924']","['friendship', 'rescue', 'world war', '1939-1945', 'jews', 'juvenile fiction', 'girls & women', 'newbery medal', 'holocaust', 'world war (1939-1945) fast (ocolc)fst01180924']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Children’s & Fantasy,-1.9682355213276506,-1.0409901282547078
1902,The Grand Babylon Hotel,Arnold Bennett,4.0,1,0,"The Grand Babylon Hotel Arnold Bennett Classic Literature, Fiction, Fiction, mystery & detective, general, London (england), fiction, Fiction, general, Hotels, Hotelkeepers, Cosmopolitanism, British and irish fiction (fictional works by one author), London (England) -- Fiction Chatto & Windus, Penguin Classics, Classic Books, Echo Library, Standard Ebooks","Classic Literature, Fiction, Fiction, mystery & detective, general, London (england), fiction, Fiction, general, Hotels, Hotelkeepers, Cosmopolitanism, British and irish fiction (fictional works by one author), London (England) -- Fiction",375,"Chatto & Windus, Penguin Classics, Classic Books, Echo Library, Standard Ebooks",https://openlibrary.org/works/OL109153W,https://covers.openlibrary.org/b/id/6132684-M.jpg,Open Library API,"['classic literature', 'fiction', 'fiction', 'mystery & detective', 'general', 'london (england)', 'fiction', 'fiction', 'general', 'hotels', 'hotelkeepers', 'cosmopolitanism', 'british and irish fiction (fictional works by one author)', 'london (england) -- fiction']","['classic literature', 'mystery & detective', 'london (england)', 'hotels', 'hotelkeepers', 'cosmopolitanism', 'british and irish fiction (fictional works by one author)', 'london (england) -- fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,General Fiction,-2.4763620955064347,0.7189755557193245
1902,Typhoon,Joseph Conrad,4.6666665,6,0,"Typhoon Joseph Conrad English Sea stories, Classic Literature, Fiction, Historical Fiction, Typhoons, Ocean travel, British and irish fiction (fictional works by one author) IndyPublish, YOYO USA, Paperbackshop.Co.UK Ltd - Echo Library, NuVision Publications, Autrement","English Sea stories, Classic Literature, Fiction, Historical Fiction, Typhoons, Ocean travel, British and irish fiction (fictional works by one author)",375,"IndyPublish, YOYO USA, Paperbackshop.Co.UK Ltd - Echo Library, NuVision Publications, Autrement",https://openlibrary.org/works/OL38876W,https://covers.openlibrary.org/b/id/1979349-M.jpg,Open Library API,"['english sea stories', 'classic literature', 'fiction', 'historical fiction', 'typhoons', 'ocean travel', 'british and irish fiction (fictional works by one author)']","['english sea stories', 'classic literature', 'historical fiction', 'typhoons', 'ocean travel', 'british and irish fiction (fictional works by one author)']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,General Fiction,-1.4005041407588614,-0.051113287625048874
1902,L'immoraliste,André Gide,2.7142856,7,0,"L'immoraliste André Gide French language, Readers, Textbooks for foreign speakers, French fiction, Translations into English, Gay men, Fiction, French literature, Disease in literature, Tuberculosis Jdh Editions, Vintage Books, Gallimard], Cátedra, Folio","French language, Readers, Textbooks for foreign speakers, French fiction, Translations into English, Gay men, Fiction, French literature, Disease in literature, Tuberculosis",375,"Jdh Editions, Vintage Books, Gallimard], Cátedra, Folio",https://openlibrary.org/works/OL631007W,https://covers.openlibrary.org/b/id/313741-M.jpg,Open Library API,"['french language', 'readers', 'textbooks for foreign speakers', 'french fiction', 'translations into english', 'gay men', 'fiction', 'french literature', 'disease in literature', 'tuberculosis']","['french language', 'readers', 'textbooks for foreign speakers', 'french fiction', 'translations into english', 'gay men', 'french literature', 'disease in literature', 'tuberculosis']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,General Fiction,-1.8781444640962979,0.14588050678092568
1902,The Jewel of Seven Stars,Bram Stoker,4.5,6,0,"The Jewel of Seven Stars Bram Stoker Mummies, Horror, Fiction, Archaeologists, Classic Literature, Thriller, Fiction, horror, Archaeologists, fiction, British and irish fiction (fictional works by one author), History Creative Media Partners, LLC, Independently Published, Independently published, Bollinger, Max, Lulu Press, Inc.","Mummies, Horror, Fiction, Archaeologists, Classic Literature, Thriller, Fiction, horror, Archaeologists, fiction, British and irish fiction (fictional works by one author), History",375,"Creative Media Partners, LLC, Independently Published, Independently published, Bollinger, Max, Lulu Press, Inc.",https://openlibrary.org/works/OL85891W,https://covers.openlibrary.org/b/id/2760301-M.jpg,Open Library API,"['mummies', 'horror', 'fiction', 'archaeologists', 'classic literature', 'thriller', 'fiction', 'horror', 'archaeologists', 'fiction', 'british and irish fiction (fictional works by one author)', 'history']","['mummies', 'horror', 'archaeologists', 'classic literature', 'thriller', 'horror', 'archaeologists', 'british and irish fiction (fictional works by one author)', 'history']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,"Mystery, Thriller & Horror",-1.5775324494967726,2.428627939804054
