source_year,title,author,average_rating,ratings_count,reviews_count,description,genres,pages,publisher,book_url,image_url,source,genres_list,genres_list_clean,genre_fantasy,genre_science_fiction,genre_romance,genre_juvenile_fiction,genre_mystery,genre_classics,genre_historical,genre_young_adult,genre_contemporary,genre_childrens_fiction,genre_historical_fiction,genre_classic_literature,genre_thriller,genre_mystery_and_detective,genre_history,genre_large_type_books,genre_horror,genre_nonfiction,genre_fiction_in_english,genre_magic,cluster,cluster_label,pca_1,pca_2
1900,The Hound of the Baskervilles,Arthur Conan Doyle,4.016667,60,0,"The Hound of the Baskervilles Arthur Conan Doyle crime novel, English Civil War, mires, tors, tombs, Dogs, England, fiction, Watson, john h. (fictitious character), fiction, British and irish fiction (fictional works by one author), Fiction, mystery & detective, traditional Marti Yayinlari, Zeplin Kitap, Leopard, Saddleback Educational Publishing, Incorporated, F. Nathan","crime novel, English Civil War, mires, tors, tombs, Dogs, England, fiction, Watson, john h. (fictitious character), fiction, British and irish fiction (fictional works by one author), Fiction, mystery & detective, traditional",375,"Marti Yayinlari, Zeplin Kitap, Leopard, Saddleback Educational Publishing, Incorporated, F. Nathan",https://openlibrary.org/works/OL262454W,https://covers.openlibrary.org/b/id/8063264-M.jpg,Open Library API,"['crime novel', 'english civil war', 'mires', 'tors', 'tombs', 'dogs', 'england', 'fiction', 'watson', 'john h. (fictitious character)', 'fiction', 'british and irish fiction (fictional works by one author)', 'fiction', 'mystery & detective', 'traditional']","['crime novel', 'english civil war', 'mires', 'tors', 'tombs', 'dogs', 'england', 'watson', 'john h. (fictitious character)', 'british and irish fiction (fictional works by one author)', 'mystery & detective', 'traditional']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,General Fiction,-1.9347998403806024,0.9196445654962171
1900,The Classic Tale of the Velveteen Rabbit,Margery Williams Bianco,4.125,40,0,"The Classic Tale of the Velveteen Rabbit Margery Williams Bianco Toys, Fiction, Children's fiction, Toys, fiction, Gift books, Animals, fiction, Rabbits, fiction, Rabbits, Stuffed animals (Toys), Juvenile fiction Nosy Crow Ltd, Joe Books Inc., Independently Published, GiGi Books, LLC, Heinemann","Toys, Fiction, Children's fiction, Toys, fiction, Gift books, Animals, fiction, Rabbits, fiction, Rabbits, Stuffed animals (Toys), Juvenile fiction",375,"Nosy Crow Ltd, Joe Books Inc., Independently Published, GiGi Books, LLC, Heinemann",https://openlibrary.org/works/OL274433W,https://covers.openlibrary.org/b/id/11738076-M.jpg,Open Library API,"['toys', 'fiction', ""children's fiction"", 'toys', 'fiction', 'gift books', 'animals', 'fiction', 'rabbits', 'fiction', 'rabbits', 'stuffed animals (toys)', 'juvenile fiction']","['toys', ""children's fiction"", 'toys', 'gift books', 'animals', 'rabbits', 'rabbits', 'stuffed animals (toys)', 'juvenile fiction']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Children’s & Fantasy,-2.6045133632527553,-2.2306341449867637
1900,No country for old men,Cormac McCarthy,4.111111,36,0,"No country for old men Cormac McCarthy Fiction, Drug traffic, Sheriffs, Treasure-trove, Treasure troves, Suspense fiction, Literature, Psychological fiction, Fiction, suspense, Fiction, psychological GPO ED RANDOM HOUSE MONDADORI, MacMillan, Brand: Random House Inc., BBC Audiobooks Ltd, Literatura Random House","Fiction, Drug traffic, Sheriffs, Treasure-trove, Treasure troves, Suspense fiction, Literature, Psychological fiction, Fiction, suspense, Fiction, psychological",375,"GPO ED RANDOM HOUSE MONDADORI, MacMillan, Brand: Random House Inc., BBC Audiobooks Ltd, Literatura Random House",https://openlibrary.org/works/OL40875W,https://covers.openlibrary.org/b/id/9296899-M.jpg,Open Library API,"['fiction', 'drug traffic', 'sheriffs', 'treasure-trove', 'treasure troves', 'suspense fiction', 'literature', 'psychological fiction', 'fiction', 'suspense', 'fiction', 'psychological']","['drug traffic', 'sheriffs', 'treasure-trove', 'treasure troves', 'suspense fiction', 'literature', 'psychological fiction', 'suspense', 'psychological']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,General Fiction,-1.4345321377187554,-0.0002402354664944652
1900,The Prophet,Kahlil Gibran,4.321429,56,0,"The Prophet Kahlil Gibran Poetry, Classics, Literature & Fiction, Religion Patmos-Verlag, Patmos, Ballantine Books, Pmapublishing.com, Peter Pauper Press Inc.","Poetry, Classics, Literature & Fiction, Religion",375,"Patmos-Verlag, Patmos, Ballantine Books, Pmapublishing.com, Peter Pauper Press Inc.",https://openlibrary.org/works/OL318900W,https://covers.openlibrary.org/b/id/418324-M.jpg,Open Library API,"['poetry', 'classics', 'literature & fiction', 'religion']","['poetry', 'classics', 'literature & fiction', 'religion']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,General Fiction,-1.012640042799614,0.34662539808465326
1900,The Railway Children,Edith Nesbit,3.9655173,29,0,"The Railway Children Edith Nesbit Brothers and sisters, Children's stories, Classic Literature, Country life, Family, Family life, Fiction, History, Juvenile Literature, Juvenile fiction HV Publishign, a division of Homepage Ventures, Limited, Penguin Puffin Books, Creative Media Partners, LLC, Isis Large Print Books, Pearson Education, Limited","Brothers and sisters, Children's stories, Classic Literature, Country life, Family, Family life, Fiction, History, Juvenile Literature, Juvenile fiction",375,"HV Publishign, a division of Homepage Ventures, Limited, Penguin Puffin Books, Creative Media Partners, LLC, Isis Large Print Books, Pearson Education, Limited",https://openlibrary.org/works/OL99509W,https://covers.openlibrary.org/b/id/13241123-M.jpg,Open Library API,"['brothers and sisters', ""children's stories"", 'classic literature', 'country life', 'family', 'family life', 'fiction', 'history', 'juvenile literature', 'juvenile fiction']","['brothers and sisters', ""children's stories"", 'classic literature', 'country life', 'family', 'family life', 'history', 'juvenile literature', 'juvenile fiction']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,Children’s & Fantasy,-2.91059555619979,-1.1760724499613642
1900,The Scarlet Pimpernel,Emma Orczy,4.25,28,0,"The Scarlet Pimpernel Emma Orczy Classic Literature, Adventure and adventurers, Open Library Staff Picks, British, Fiction, Text-books for foreigners, English language, Historical Fiction, Sir Blakeney, Percy (Fictitious character), Refugees Peter Smith Publisher Inc, Bantam Classics, American Guidance Service, Musson Books, IndyPublish","Classic Literature, Adventure and adventurers, Open Library Staff Picks, British, Fiction, Text-books for foreigners, English language, Historical Fiction, Sir Blakeney, Percy (Fictitious character), Refugees",375,"Peter Smith Publisher Inc, Bantam Classics, American Guidance Service, Musson Books, IndyPublish",https://openlibrary.org/works/OL1253285W,https://covers.openlibrary.org/b/id/479102-M.jpg,Open Library API,"['classic literature', 'adventure and adventurers', 'open library staff picks', 'british', 'fiction', 'text-books for foreigners', 'english language', 'historical fiction', 'sir blakeney', 'percy (fictitious character)', 'refugees']","['classic literature', 'adventure and adventurers', 'open library staff picks', 'british', 'text-books for foreigners', 'english language', 'historical fiction', 'sir blakeney', 'percy (fictitious character)', 'refugees']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,General Fiction,-1.564467099485946,-0.012039133123658874
1900,The Lost World,Arthur Conan Doyle,4.0454545,44,0,"The Lost World Arthur Conan Doyle Adventure stories, Atlantis, Dinosaurs, Discovery and exploration, English Detective and mystery stories, Fiction, Fiction in French, Prehistoric peoples, Professor Challenger (Fictitious character), Scientific expeditions Babblebooks, Sound Room Publishers, Incorporated, Blurb, Chicago Review Press, Incorporated, Dover Publications, Incorporated","Adventure stories, Atlantis, Dinosaurs, Discovery and exploration, English Detective and mystery stories, Fiction, Fiction in French, Prehistoric peoples, Professor Challenger (Fictitious character), Scientific expeditions",375,"Babblebooks, Sound Room Publishers, Incorporated, Blurb, Chicago Review Press, Incorporated, Dover Publications, Incorporated",https://openlibrary.org/works/OL262460W,https://covers.openlibrary.org/b/id/8231444-M.jpg,Open Library API,"['adventure stories', 'atlantis', 'dinosaurs', 'discovery and exploration', 'english detective and mystery stories', 'fiction', 'fiction in french', 'prehistoric peoples', 'professor challenger (fictitious character)', 'scientific expeditions']","['adventure stories', 'atlantis', 'dinosaurs', 'discovery and exploration', 'english detective and mystery stories', 'fiction in french', 'prehistoric peoples', 'professor challenger (fictitious character)', 'scientific expeditions']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,General Fiction,-1.4565253175508894,0.0064638307346330404
1900,The Clan of the Cave Bear,Jean M. Auel,4.0547943,73,0,"The Clan of the Cave Bear Jean M. Auel Neanderthals, shamanism, sign language, taboos, prehistoric fiction, epic, epic fiction, prehistoric man, epic literature, historical fiction Brilliance Audio on MP3-CD Lib Ed, Wolfgang Kruger Verlag, Guild Publishing, Vergara Editor S.A., Crown Publishers","Neanderthals, shamanism, sign language, taboos, prehistoric fiction, epic, epic fiction, prehistoric man, epic literature, historical fiction",375,"Brilliance Audio on MP3-CD Lib Ed, Wolfgang Kruger Verlag, Guild Publishing, Vergara Editor S.A., Crown Publishers",https://openlibrary.org/works/OL2746369W,https://covers.openlibrary.org/b/id/12529015-M.jpg,Open Library API,"['neanderthals', 'shamanism', 'sign language', 'taboos', 'prehistoric fiction', 'epic', 'epic fiction', 'prehistoric man', 'epic literature', 'historical fiction']","['neanderthals', 'shamanism', 'sign language', 'taboos', 'prehistoric fiction', 'epic', 'epic fiction', 'prehistoric man', 'epic literature', 'historical fiction']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,General Fiction,-1.0695170069461435,0.21374149762752892
1900,The food of the gods and how it came to earth,H. G. Wells,3.7777777,18,0,"The food of the gods and how it came to earth H. G. Wells Fiction, Giants, Growth factors, Food supply, Science fiction, Agriculture, Experimentation, Fiction, science fiction, general, British and irish fiction (fictional works by one author), Scientists American Guidance Service, C. Scribner's Sons, Collins Classics, Gollancz, Macmillan and Co., Limited","Fiction, Giants, Growth factors, Food supply, Science fiction, Agriculture, Experimentation, Fiction, science fiction, general, British and irish fiction (fictional works by one author), Scientists",375,"American Guidance Service, C. Scribner's Sons, Collins Classics, Gollancz, Macmillan and Co., Limited",https://openlibrary.org/works/OL52195W,https://covers.openlibrary.org/b/id/314687-M.jpg,Open Library API,"['fiction', 'giants', 'growth factors', 'food supply', 'science fiction', 'agriculture', 'experimentation', 'fiction', 'science fiction', 'general', 'british and irish fiction (fictional works by one author)', 'scientists']","['giants', 'growth factors', 'food supply', 'science fiction', 'agriculture', 'experimentation', 'science fiction', 'british and irish fiction (fictional works by one author)', 'scientists']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,General Fiction,-1.5639008985884284,0.10943135613066154
1900,Semilla del Diablo,Ira Levin,4.0,22,0,"Semilla del Diablo Ira Levin Fiction, horror, Fiction, Satanism, Occult fiction, Apartment houses, Pregnant women, Horror tales, spirit posession, Gothic-Revival, Luther Dell Publishing, Laffont, Pan, Random House, Editions J'ai Lu","Fiction, horror, Fiction, Satanism, Occult fiction, Apartment houses, Pregnant women, Horror tales, spirit posession, Gothic-Revival, Luther",375,"Dell Publishing, Laffont, Pan, Random House, Editions J'ai Lu",https://openlibrary.org/works/OL21747086W,https://covers.openlibrary.org/b/id/15054795-M.jpg,Open Library API,"['fiction', 'horror', 'fiction', 'satanism', 'occult fiction', 'apartment houses', 'pregnant women', 'horror tales', 'spirit posession', 'gothic-revival', 'luther']","['horror', 'satanism', 'occult fiction', 'apartment houses', 'pregnant women', 'horror tales', 'spirit posession', 'gothic-revival', 'luther']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,General Fiction,-1.3365127155875536,1.1077185607303497
